,CellType,annotLevel,p,fold_change,sd_from_mean,q
EndoMural,EndoMural,1,0,1.73032366214047,9.23770580890751,0
Micro,Micro,1,0,1.52562086997535,6.42075784061323,0
OPC,OPC,1,0,1.4045626667768,5.68333052541188,0
Astro,Astro,1,0,1.36773788696196,4.88220627794627,0
Oligo,Oligo,1,0.0178,1.12705247071125,2.20364595691891,0.03965
Inhib,Inhib,1,0.0183,1.1369519981269,2.26210159971991,0.03965
Excit_L2_3,Excit_L2_3,1,0.0235,1.10731366521976,2.02583777270759,0.0436428571428571
Excit_L5_6,Excit_L5_6,1,0.1566,1.05249589566337,1.0161088396278,0.251622222222222
Excit_L3,Excit_L3,1,0.1742,1.04725813139104,0.931344406428509,0.251622222222222
Excit_L6,Excit_L6,1,0.2753,1.03069657650662,0.573917406865101,0.35789
Excit_L3_4_5,Excit_L3_4_5,1,0.5952,0.985145596868285,-0.251388291780541,0.67535
Excit_L5,Excit_L5,1,0.6234,0.98315641498835,-0.330026684039286,0.67535
Excit_L4,Excit_L4,1,0.7518,0.963361269482313,-0.673309600930115,0.7518
