,0
0,MAP4K4
1,FGFR3
2,ITGAV
3,ERBB2
4,CCL11
5,ITGA11
6,KIR2DL5A
7,THY1
8,VWF
9,LAT
10,LAMA3
11,NLGN3
12,TNFRSF6B
13,FGF14
14,RIPK3
15,BTC
16,PDCD1LG2
17,CRLF2
18,WNT3A
19,RETN
20,CD3G
21,PTPRT
22,IL3
23,FGF13
24,TNFRSF1A
25,FCER1G
26,LRFN5
27,SAA1
28,EPHA2
29,CD226
30,CD79B
31,SOCS2
32,EPO
33,APOE
34,CHRNA2
35,ITGA2B
36,IL22
37,IL13
38,CHRM2
39,LPP
40,PDGFA
41,ANGPTL2
42,DRAXIN
43,SLK
44,LILRB2
45,GRIN2A
46,IL15
47,FNDC5
48,CD48
49,S100A8
50,CSF1
51,TNFSF14
52,PLCB1
53,EFNA1
54,NR0B2
55,RIPK1
56,EPHA3
57,TGFB2
58,KDR
59,PTK2
60,IL18
61,FAM3C
62,MS4A1
63,ERBB4
64,PDE4D
65,STK11
66,FCER2
67,ITGA2
68,GPR151
69,CASP3
70,CASP8
71,PTGS1
72,SPN
73,EDN1
74,CHAT
75,PTPN11
76,JAK2
77,LEP
78,JAG2
79,VEGFB
80,CCR5
81,ITGA10
82,FGFR4
83,TYRO3
84,CNTNAP1
85,PIK3CD
86,EDN3
87,BCL2
88,CRHR2
89,PLG
90,CD40LG
91,SDK2
92,RACK1
93,LCK
94,ESR2
95,IGF1
96,SPP1
97,RPH3A
98,MTOR
99,S100A1
100,BCR
101,CCN1
102,THBS2
103,CD8A
104,PRKD1
105,BDNF
106,ITGB8
107,CTLA4
108,LTB
109,PDGFRB
110,NOTCH1
111,FES
112,PTPRG
113,MAP3K14
114,ITGA7
115,EDIL3
116,PTPRJ
117,LAMA1
118,GRM1
119,VLDLR
120,ITGB6
121,IFNA1
122,PTPRS
123,LDLR
124,EPHB2
125,EPHB6
126,LILRA1
127,MAP2K6
128,VIPR1
129,ANG
130,PLK1
131,CSF2
132,TGFBR2
133,CLEC4M
134,LTBP3
135,PLXNC1
136,ACE
137,DLL1
138,CCL4
139,LRP6
140,PRG4
141,PIK3R2
142,L1CAM
143,NRK
144,TUBB
145,MAP4K2
146,NRG2
147,TRPV4
148,MAP2K3
149,SEMA3C
150,GALR1
151,TUBA4A
152,GALR2
153,GPR84
154,DCN
155,ITGAL
156,EPHA7
157,SLC2A1
158,ADRB2
159,EBI3
160,HCRT
161,PSEN1
162,LAMB3
163,ITGA8
164,CD3E
165,SNCA
166,IL7R
167,ETV5
168,CSF3
169,LTA
170,COL6A3
171,MCAM
172,LSR
173,F2R
174,SMPD1
175,OSM
176,GDF15
177,PIK3CA
178,ADRB3
179,CD2
180,TNFSF13
181,SIRPB2
182,LAMA5
183,RTN4R
184,FCGR2C
185,CD244
186,AATK
187,SFTPD
188,IL12B
189,PIK3R1
190,CHRNB2
191,TUBA1A
192,EPHA10
193,MPO
194,CDH11
195,DCBLD2
196,C4B_2
197,KITLG
198,GP6
199,PTPRZ1
200,SLURP2
201,SEMA3E
202,COMP
203,TNFRSF14
204,OCLN
205,NECTIN2
206,FAS
207,CILK1
208,NOS2
209,NFE2L2
210,LAMC2
211,EFNA4
212,HGF
213,GCG
214,CNTNAP2
215,PDGFRA
216,ADRA2A
217,NTN4
218,HDAC4
219,TGFA
220,IL34
221,SLIT2
222,C1QTNF4
223,KIT
224,IL10
225,NLGN4X
226,CDK5
227,TPH1
228,NRG4
229,SCARB1
230,FCGR2B
231,CXCL10
232,KNG1
233,RAMP2
234,JAK1
235,TXK
236,CNTN4
237,NXPH3
238,SCN9A
239,CD58
240,PLCG1
241,NOTCH3
242,ITGB3
243,CDK2
244,IL6
245,COL6A6
246,MST1R
247,TNFRSF11B
248,PTPRD
249,TEK
250,IL9
251,AVP
252,CDK6
253,EGF
254,TH
255,TNIK
256,RAMP3
257,PLCE1
258,CD247
259,SEMA3F
260,ITGB7
261,HDC
262,NSMAF
263,GAL
264,ADAM15
265,MAP4K3
266,GZMB
267,ALCAM
268,STAT3
269,PRKCQ
270,VRK2
271,CD86
272,PIK3R5
273,TNFSF11
274,VTN
275,CNTN6
276,IL6ST
277,THBS4
278,NTRK1
279,PPARG
280,SIGLEC9
281,CR1
282,EPOR
283,SRC
284,ADCYAP1R1
285,IFNG
286,CSF2RB
287,MC2R
288,EFNA3
289,EPGN
290,LPA
291,GRIA1
292,GSK3B
293,PTPN6
294,MAP4K5
295,SRPK2
296,CHAD
297,PRKAB1
298,CNTN1
299,PRKCA
300,ITK
301,LRP1
302,TREM2
303,TNC
304,RPS6KA3
305,SEMA3B
306,TNFRSF1B
307,NRG3
308,PLD2
309,EPHA6
310,PRKAG1
311,PTPRC
312,EPHA5
313,PDGFB
314,PTGS2
315,CD300LB
316,CLEC2D
317,EPHA4
318,EPHA8
319,GALR3
320,FGF11
321,ADCY2
322,CEACAM19
323,JAG1
324,PGF
325,S100B
326,SCN3A
327,CXCL1
328,IL4
329,FYN
330,SYK
331,IL1B
332,PSG9
333,EPHA1
334,CHRNA4
335,ABL1
336,CHL1
337,ITGA4
338,HDAC3
339,CD274
340,NOX4
341,MAP2K7
