,0
0,RPH3A
1,EP300
2,GDF5
3,FST
4,GDF11
5,FLT4
6,GRM5
7,CCL3
8,TF
9,FZD2
10,ECM1
11,APOC4
12,FGF8
13,KLRK1
14,NCAM2
15,IFNA7
16,PRL
17,DRAXIN
18,TAC3
19,VIPR1
20,FBLN1
21,CD5
22,PTPRG
23,APLP1
24,CASP3
25,BMP15
26,NRG2
27,FGF9
28,PLK2
29,LRIG1
30,MAP2K1
31,L1CAM
32,GDF1
33,CTLA4
34,TNFSF9
35,MPO
36,RAET1E
37,DCLK3
38,IGF1R
39,IFNA2
40,IL24
41,SEMA7A
42,IL5RA
43,IL1A
44,CD300LF
45,PSMB6
46,CCL13
47,PF4V1
48,ABL1
49,OLR1
50,SLIT2
51,WNT5A
52,FCER2
53,EPGN
54,CD3G
55,KLRB1
56,TNFRSF1A
57,CCR5
58,FCGR2C
59,PLXNA1
60,SCN2A
61,PLCG2
62,CD8B
63,IFNA14
64,IL1R1
65,CLCF1
66,MFAP3L
67,SIRPG
68,MET
69,NPTX1
70,NRP2
71,ISM1
72,UNC5B
73,GALR1
74,NID1
75,MAP2K3
76,EPHA1
77,CD79B
78,SGMS1
79,CD40
80,LEP
81,IL27
82,IL2
83,CHL1
84,CRLF2
85,SEMA6D
86,THPO
87,LAG3
88,TNFSF13
89,FNDC5
90,IGF2
91,MAPK7
92,CD14
93,NOX4
94,IL6R
95,EFNA3
96,IL13
97,TRIM28
98,LAMC2
99,EGFR
100,NOTCH2
101,CD247
102,SCG2
103,LAMC3
104,ITGA4
105,ITGB3
106,SPP1
107,CD19
108,PTK2
109,SEMA3E
110,VEGFB
111,ANGPTL2
112,CCL14
113,VLDLR
114,GDF3
115,FGFR4
116,ERBB2
117,LIF
118,PTN
119,NR0B2
120,IL15RA
121,LRP4
122,FZD8
123,TNIK
124,LAMB3
125,NTF4
126,IL22
127,PRKCD
128,TNFSF18
129,DCBLD2
130,ADA
131,LGALS9
132,JAK3
133,CD244
134,TFF3
135,LTA
136,BMP4
137,MAP3K5
138,IL17A
139,BTNL9
140,ERBB3
141,LILRB5
142,IL10
143,FGF16
144,NTS
145,BMX
146,NOTCH1
147,MAPK8
148,AMH
149,CCL5
150,SEMA3G
151,SCN1A
152,IL9
153,S100A12
154,LILRA5
155,LRP5
156,ITGB8
157,ADM
158,IL4
159,PRKACA
160,RACK1
161,YES1
162,CD83
163,LILRA1
164,LAMA1
165,CCL28
166,CHAD
167,TNK2
168,CXCL5
169,MS4A1
170,IL27RA
171,STK38
172,HGF
173,MTOR
174,BMPR1A
175,BTN1A1
176,MAP2K6
177,FGF10
178,FGFR3
179,TNFSF13B
180,PRKCE
181,IFNA1
182,LGALS3
183,RORA
184,MIF
185,LAMA5
186,IGSF1
187,FYN
188,PCSK9
189,ERBB4
190,PILRA
191,NCL
192,NRG3
193,LPA
194,SGK1
195,VEGFD
196,CIRBP
197,PTPRT
198,AKT3
199,IL1RN
200,EFNB2
201,IL26
202,SEMA3C
203,BCL2L1
204,ESR1
205,ROBO1
206,DKK1
207,NOS2
208,IFNE
209,STK11
210,RAMP3
211,ALPK3
212,CES1
213,SIRPB2
214,NPPB
215,NOTCH3
216,IL5
217,OSTN
218,PTGER4
219,ACTR2
220,RELN
221,IL25
222,TNFRSF9
223,ISLR2
224,PSMB2
225,CCL27
226,HCK
227,TGFBR2
228,ACVR1C
229,IFNL4
230,CSF2RA
231,PLXNA2
232,DPP4
233,GDF7
234,ADCYAP1R1
235,NGFR
236,NOG
237,NTRK1
238,CCL19
239,CXCL6
240,PGF
241,CXCL2
242,F3
243,LILRB1
244,LYN
245,RGMA
246,TNFRSF6B
247,ADRB2
248,ITGB4
249,ATP2B1
250,RPS6KA3
251,LGALS1
252,GPC6
253,AGT
254,TRH
255,CCL24
256,CCR3
257,IFNLR1
258,PAM
259,CD46
260,NRXN3
261,BST2
262,CCL23
263,PRSS2
264,UCN3
265,HAVCR2
266,ICOSLG
267,ITGB1
268,TNFRSF11B
269,TUBA1A
270,FAS
271,LAMB1
272,FGF12
273,SDK2
274,CXCR4
275,TSLP
276,TGFB2
277,BMP2
278,UNC5A
279,ETV5
280,ITGB6
281,PTPN6
282,FGR
283,BMP1
284,F2R
285,IL23R
286,COL6A6
287,SLURP2
288,EPHB1
289,IL1B
290,FGF2
291,DEFB4B
292,FZD6
293,MAP2K2
294,HSP90AA1
295,FZD5
296,S100A1
297,AVP
298,FURIN
299,PDGFA
300,TNC
301,ERFE
302,TP53
303,KDM3B
304,BMP8B
305,SMPD1
306,AFDN
307,CALCRL
308,OPN4
309,ITGAM
310,MFGE8
311,CSF3R
312,SEMA5A
313,FPR2
314,SRC
315,APOA4
316,GZMA
317,CXCL1
318,PIK3CD
319,GIP
320,PTPRJ
321,PSG9
322,CLEC4M
323,NPNT
324,PDGFD
325,GDF2
326,ACKR3
327,TRPC4
328,KIT
329,PTPRE
330,EPHA10
331,EPHB2
332,ALOX12B
333,SLK
334,ADAM15
335,STAT3
336,CR1
337,NFE2L2
338,SDC3
339,SOS1
340,CD86
341,APOE
342,ACVR2B
343,FGFR2
344,TFF2
345,LDLR
346,BMP3
347,GPR84
348,SCARB1
349,PRSS1
350,EGF
351,GYPE
352,EFNA1
353,CD96
354,GP6
355,BOC
356,TAC1
357,FLRT3
358,NRCAM
359,CD6
360,CX3CL1
361,FES
362,EPHA7
363,CRH
364,TNFRSF4
365,APOB
366,IL10RB
367,UNC119
368,IL23A
369,LAMA4
370,TREM2
371,FLRT2
372,TSHR
373,CCR10
374,PTH1R
375,MAPK11
376,CD80
377,LRP6
378,COL11A2
379,CD5L
380,NPR3
381,LGALS3BP
382,IFNA8
383,FLOT1
384,ANGPT2
385,CSK
386,NRK
387,CTSG
388,MAP4K5
389,CXCL9
390,TBK1
391,NTN1
392,TSPAN1
393,RAET1L
394,GRN
395,ADCY2
396,CDH10
397,ESR2
398,FGF5
399,ANGPTL7
400,PLXND1
401,JAK1
402,IL4R
403,DCN
404,MAPK3
405,CSF2RB
406,ASGR1
407,CCL1
408,CASP8
409,CCN2
410,IL10RA
411,NXPH1
412,GDF6
413,NECTIN2
414,GRM7
415,PDGFRB
416,SPN
417,EFNA5
418,IL11
419,FSTL5
420,FPR3
421,FCN1
422,NLGN3
423,LMTK2
424,FGF17
425,CNTNAP2
426,IL12A
427,APOC3
428,XCL1
429,DLK1
430,VIPR2
431,FCGRT
432,SIGLEC10
433,SIRT2
434,VEGFA
435,PLCG1
436,NPY
437,FZD9
438,GSK3B
439,IDE
440,GDF15
441,GCG
442,PRG4
443,NRG1
444,PSMD14
445,PIK3R2
446,CD3E
447,EBI3
448,FGF13
449,TFRC
450,BMP10
451,PSMB1
452,PLXNB2
453,TLN1
454,VCAM1
455,CALCA
456,PTPRF
457,PSMB9
458,APOA1
459,ITGA1
460,IFNGR2
461,IL2RG
462,IL2RA
463,TIGIT
464,INHA
465,APOC2
466,BMPR2
467,TRPM3
468,S100A8
469,DUSP18
470,PPARG
471,CSF1R
472,LPP
473,TXK
474,CD36
475,ARF6
476,VRK2
477,MCAM
478,LEFTY2
479,HBEGF
480,ULBP1
481,CDK2
482,CCK
483,ITGAL
484,MAP4K4
485,SPON1
486,CD28
487,C1QL1
488,KRAS
489,IFNG
490,FGF22
491,EFNA2
492,PRKAA2
493,LAMA3
494,EIF2AK2
495,PRKCB
496,IL7R
497,IL11RA
498,FZD3
499,CHRNB4
500,IL12RB2
501,LRP2
502,ZAP70
503,ADCYAP1
504,UCN2
505,IL18
506,IL6ST
507,EFNB3
508,MDK
509,CXCL10
510,TUBA4A
511,PLXNA4
512,HCRT
513,VTN
514,PTPN11
515,MAP4K3
516,NRP1
517,CCL4
518,AATK
519,FGFR1
520,EPHA2
521,SAA1
522,FASLG
523,ITGA6
524,WNT3A
525,JAK2
526,FGF14
527,ADRA2A
528,CCL4L1
529,RPS6KB1
530,SLAMF1
531,IFNA16
532,CNTNAP1
533,MAP3K1
534,PTH
535,ACVR1B
536,PRF1
537,TLR6
538,BCR
539,CCN1
540,ANXA1
541,TRPV6
542,SMPD3
543,CD53
544,COL6A3
545,FZD10
546,HSPA8
547,NLGN1
548,BDNF
549,STK39
550,CHRM4
551,HDAC7
552,CCL22
553,LAMC1
554,NLGN2
555,TUBB
556,VRK3
557,ITK
558,UGCG
559,PAK1
560,IFNL1
561,IL6
562,TNFSF12
563,PTPRC
564,IL12RB1
565,CCL11
566,TTR
567,HSPA4
568,SI
569,CEACAM19
570,PTPRD
571,STK4
572,INHBA
573,FGF7
574,TGFB1
575,DCC
576,ITGB7
577,CD58
578,SEMA3D
579,CGN
580,FZD4
581,EDIL3
582,IFNL2
583,SEMA6B
584,PRKCA
585,RIPK3
586,GALP
587,PLK1
588,PTGS2
589,PSG7
590,PPBP
591,LSR
592,GDF10
593,CDH11
594,KCNK3
595,IKBKB
596,CCL15
597,IL34
598,INHBB
599,ITPR1
600,TGFB3
601,NTF3
602,S100P
603,CHRNA4
604,NPPC
605,CER1
606,FCN2
607,IAPP
608,INS
609,NOS1
610,ULBP3
611,CSF1
612,LAMB2
613,RAF1
614,BMPR1B
615,BMP5
616,LEPR
617,GPHA2
618,EDN1
619,PDGFB
620,LTBR
621,GHRH
622,SLURP1
623,PLCE1
624,FGF1
625,RIPK1
626,NEGR1
627,ADRB3
628,PIK3CG
629,ITGB2
630,TNFSF10
631,FCER1G
632,PLAUR
633,LTB
634,SLIT1
635,CNTN1
636,NECTIN3
637,LRP1
638,THBS1
639,CCL17
640,ULBP2
641,MAPK1
642,EPHA6
643,EFNB1
644,NOTCH4
645,APOA2
646,TEK
647,FGF19
648,LRFN5
649,VIP
650,OSM
651,MAP2K4
652,S100A6
653,C1QTNF4
654,MMP3
655,JAG1
656,FGF11
657,CD2
658,MAP3K14
659,RAMP1
660,TNFRSF14
661,CD44
662,IL9R
663,CD1D
664,NRXN1
665,NR1H2
666,IL15
667,PYY
668,LRP1B
669,ITGB5
670,CALCR
671,ODC1
