,0
0,HDAC4
1,GDF5
2,FST
3,GDF11
4,ADGRA2
5,FLT4
6,GRM5
7,CCL3
8,TF
9,FGF8
10,KLRK1
11,NCAM2
12,IFNA7
13,PRL
14,WNT7B
15,TAC3
16,FBLN1
17,CD5
18,PTPRG
19,APLP1
20,CASP3
21,FGF6
22,BMP15
23,FGF9
24,LRIG1
25,MAP2K1
26,GDF1
27,CTLA4
28,MPO
29,IL24
30,SMPD2
31,RYR2
32,IL1A
33,OLR1
34,EPGN
35,CD3G
36,CASP6
37,CCR5
38,FCGR2C
39,IFNA14
40,SCN2A
41,PLCG2
42,MFAP3L
43,SIRPG
44,ITGAX
45,MET
46,GALR1
47,NID1
48,EPHA1
49,CRLF2
50,LAG3
51,FNDC5
52,NOX4
53,SLC9A8
54,IL6R
55,EFNA3
56,TRIM28
57,CD247
58,LAMC3
59,SST
60,ITGB3
61,SPP1
62,CD19
63,PTK2
64,SEMA3E
65,ANGPTL2
66,VLDLR
67,GDF3
68,LIF
69,LRP4
70,TNIK
71,LAMB3
72,IL22
73,PRKCD
74,ADA
75,LGALS9
76,CD244
77,MAP3K5
78,FSHB
79,ERBB3
80,LILRB5
81,NTS
82,NOTCH1
83,SEMA3G
84,SCN1A
85,IL9
86,LILRA5
87,LRP5
88,ITGB8
89,ADM
90,IL4
91,AGTR1
92,RACK1
93,CD83
94,LIMK2
95,TNK2
96,CXCL5
97,MTOR
98,BTN1A1
99,IFNA1
100,RORA
101,IGSF1
102,SSTR5
103,ERBB4
104,CIRBP
105,VEGFD
106,PTPRT
107,SGK1
108,IL1RN
109,IL26
110,BCL2L1
111,ROBO1
112,DKK1
113,NOS2
114,STK11
115,ALPK3
116,CES1
117,CYP7A1
118,PTGER4
119,ACTR2
120,RELN
121,CREBBP
122,HCK
123,TGFBR2
124,PLXNA2
125,ADCYAP1R1
126,PGF
127,EEF2
128,CXCL2
129,IFNW1
130,SLC2A1
131,F3
132,TNFRSF6B
133,ADRB2
134,RPS6KA3
135,IL22RA2
136,CCL24
137,CCR3
138,ADAMTS4
139,PRSS2
140,UCN3
141,SFTPA2
142,TNFRSF11B
143,FGF12
144,SDK2
145,CXCR4
146,TGFB2
147,GREM1
148,PTPN6
149,F2R
150,COL6A6
151,SLURP2
152,EPHB1
153,ROCK1
154,FZD6
155,MAP2K2
156,S100A1
157,PDGFA
158,TNC
159,ERFE
160,CYP19A1
161,TP53
162,KDM3B
163,BMP8B
164,SMPD1
165,AFDN
166,CALCRL
167,OPN4
168,ITGAM
169,CSF3R
170,MFGE8
171,SEMA5A
172,FPR2
173,GZMA
174,PTPRJ
175,NPNT
176,FGF3
177,TRPC4
178,ALOX12B
179,CR1
180,STAT3
181,SLK
182,NFE2L2
183,SOS1
184,ACVR2B
185,LDLR
186,FXYD1
187,GPR84
188,SCARB1
189,PRSS1
190,EGF
191,TAC1
192,EFNA1
193,GYPE
194,CD96
195,FLRT3
196,KL
197,CD6
198,FES
199,CRH
200,TNFRSF4
201,APOB
202,UNC119
203,LAMA4
204,TREM2
205,FLRT2
206,ICOS
207,S1PR1
208,CCR10
209,PTH1R
210,CD80
211,PC
212,COL11A2
213,TYR
214,NPR3
215,LGALS3BP
216,IFNA8
217,FLOT1
218,CSK
219,MAP4K5
220,CXCL9
221,ESRRG
222,TBK1
223,NTN1
224,RAET1L
225,GRN
226,ARTN
227,PLXND1
228,JAK1
229,RPS6KA2
230,MAPK3
231,ASGR1
232,CCL1
233,CCN2
234,IL10RA
235,GDF6
236,IL11
237,SPN
238,PDGFRB
239,EFNA5
240,FPR3
241,CDK4
242,LMTK2
243,IL12A
244,APOC3
245,VIPR2
246,SIGLEC10
247,VEGFA
248,NPY
249,PLCG1
250,IDE
251,PRG4
252,PSMD14
253,CD3E
254,EBI3
255,PTPRF
256,CALCA
257,VCAM1
258,NRTN
259,APOA1
260,ITGA1
261,IL2RG
262,IL2RA
263,BMPR2
264,TRPM3
265,S100A8
266,DUSP18
267,CD69
268,ZFP91
269,CSF1R
270,LPP
271,CD36
