,0
0,HDAC4
1,GDF5
2,GDF11
3,FST
4,ADGRA2
5,FLT4
6,GRM5
7,CCL3
8,TF
9,FGF8
10,KLRK1
11,NCAM2
12,IFNA7
13,PRL
14,WNT7B
15,TAC3
16,TMEM219
17,FBLN1
18,CD5
19,PTPRG
20,FGF6
21,CASP3
22,APLP1
23,BMP15
24,FGF9
25,LRIG1
26,MAP2K1
27,GDF1
28,CTLA4
29,MPO
30,IL24
31,SMPD2
32,WNT8B
33,RYR2
34,IL1A
35,OLR1
36,EPGN
37,CD3G
38,CASP6
39,CCR5
40,FCGR2C
41,IFNA14
42,SCN2A
43,PLCG2
44,MFAP3L
45,SIRPG
46,ITGAX
47,MET
48,GALR1
49,NID1
50,EPHA1
51,CRLF2
52,LAG3
53,FNDC5
54,NOX4
55,SLC9A8
56,IL6R
57,EFNA3
58,TRIM28
59,CD247
60,LAMC3
61,SST
62,ITGB3
63,SPP1
64,CD19
65,PTK2
66,SEMA3E
67,ANGPTL2
68,VLDLR
69,GDF3
70,LIF
71,LRP4
72,TNIK
73,LAMB3
74,WNT5B
75,IL22
76,PRKCD
77,ADA
78,LGALS9
79,CD244
80,MAP3K5
81,FSHB
82,ERBB3
83,LILRB5
84,NTS
85,NOTCH1
86,SEMA3G
87,SCN1A
88,IL9
89,LILRA5
90,LRP5
91,ITGB8
92,ADM
93,IL4
94,AGTR1
95,RACK1
96,CD83
97,LIMK2
98,TNK2
99,CXCL5
100,WNT2
101,MTOR
102,BTN1A1
103,IFNA1
104,RORA
105,IGSF1
106,SSTR5
107,ERBB4
108,CIRBP
109,VEGFD
110,SGK1
111,PTPRT
112,IL1RN
113,IL26
114,BCL2L1
115,ROBO1
116,BCAM
117,DKK1
118,NOS2
119,STK11
120,CES1
121,ALPK3
122,CYP7A1
123,PTGER4
124,ACTR2
125,RELN
126,AREG
127,CREBBP
128,HCK
129,TGFBR2
130,PLXNA2
131,ADCYAP1R1
132,PGF
133,EEF2
134,CXCL2
135,IFNW1
136,SLC2A1
137,F3
138,TNFRSF6B
139,ADRB2
140,RPS6KA3
141,IL22RA2
142,CCL24
143,CCR3
144,ADAMTS4
145,PRSS2
146,UCN3
147,OXT
148,SFTPA2
149,TNFRSF11B
150,FGF12
151,SDK2
152,CXCR4
153,TGFB2
154,GREM1
155,PTPN6
156,F2R
157,COL6A6
158,SLURP2
159,EPHB1
160,ROCK1
161,FZD6
162,MAP2K2
163,S100A1
164,PDGFA
165,BCL6
166,TNC
167,ERFE
168,CYP19A1
169,TP53
170,KDM3B
171,BMP8B
172,SMPD1
173,AFDN
174,CALCRL
175,ITGAM
176,OPN4
177,CSF3R
178,MFGE8
179,SEMA5A
180,FPR2
181,GZMA
182,IFNGR1
183,PTPRJ
184,NPNT
185,GIPR
186,FGF3
187,TRPC4
188,ALOX12B
189,CR1
190,STAT3
191,SLK
192,NFE2L2
193,SOS1
194,ACVR2B
195,LDLR
196,FXYD1
197,GPR84
198,SCARB1
199,PRSS1
200,EGF
201,GYPE
202,TAC1
203,EFNA1
204,CD96
205,FLRT3
206,KL
207,IFNAR1
208,CD6
209,FES
210,CRH
211,TNFRSF4
212,APOB
213,UNC119
214,LAMA4
215,TREM2
216,FLRT2
217,ICOS
218,S1PR1
219,CCR10
220,PTH1R
221,CD80
222,PC
223,COL11A2
224,TYR
225,NPR3
226,LGALS3BP
227,IFNA8
228,FLOT1
229,CSK
230,ESRRG
231,MAP4K5
232,CXCL9
233,TBK1
234,NTN1
235,RAET1L
236,GRN
237,ARTN
238,CHRNA5
239,PLXND1
240,JAK1
241,RPS6KA2
242,MAPK3
243,ASGR1
244,CCL1
245,CCN2
246,IL10RA
247,GDF6
248,IL11
249,PDGFRB
250,SPN
251,EFNA5
252,FPR3
253,CDK4
254,LMTK2
255,APOC3
256,IL12A
257,VIPR2
258,SIGLEC10
259,VEGFA
260,PLCG1
261,NPY
262,IDE
263,PRG4
264,PSMD14
265,PIP5K1B
266,CD3E
267,EBI3
268,PTPRF
269,CALCA
270,GPC1
