,0
0,HDAC4
1,GDF5
2,GDF11
3,FST
4,ADGRA2
5,FLT4
6,GRM5
7,CCL3
8,TF
9,FGF8
10,KLRK1
11,NCAM2
12,IFNA7
13,PRL
14,WNT7B
15,TAC3
16,FBLN1
17,CD5
18,PTPRG
19,APLP1
20,FGF6
21,CASP3
22,BMP15
23,FGF9
24,LRIG1
25,GDF1
26,MAP2K1
27,CTLA4
28,MPO
29,IL24
30,SMPD2
31,RYR2
32,OLR1
33,IL1A
34,EPGN
35,CD3G
36,CASP6
37,CCR5
38,FCGR2C
39,IFNA14
40,SCN2A
41,PLCG2
42,MFAP3L
43,SIRPG
44,ITGAX
45,MET
46,GALR1
47,NID1
48,EPHA1
49,CRLF2
50,LAG3
51,FNDC5
52,NOX4
53,IL6R
54,EFNA3
55,TRIM28
56,CD247
57,LAMC3
58,ITGB3
59,SPP1
60,CD19
61,PTK2
62,SEMA3E
63,VLDLR
64,ANGPTL2
65,GDF3
66,LIF
67,LRP4
68,TNIK
69,LAMB3
70,ADA
71,PRKCD
72,IL22
73,LGALS9
74,CD244
75,MAP3K5
76,FSHB
77,ERBB3
78,LILRB5
79,NTS
80,NOTCH1
81,SEMA3G
82,SCN1A
83,IL9
84,LILRA5
85,LRP5
86,ITGB8
87,ADM
88,IL4
89,AGTR1
90,RACK1
91,CD83
92,LIMK2
93,TNK2
94,CXCL5
95,MTOR
96,BTN1A1
97,IFNA1
98,RORA
99,IGSF1
100,SSTR5
101,ERBB4
102,CIRBP
103,PTPRT
104,SGK1
105,VEGFD
106,IL1RN
107,IL26
108,BCL2L1
109,ROBO1
110,DKK1
111,NOS2
112,STK11
113,ALPK3
114,CES1
115,CYP7A1
116,PTGER4
117,ACTR2
118,RELN
119,CREBBP
120,HCK
121,TGFBR2
122,PLXNA2
123,ADCYAP1R1
124,PGF
125,EEF2
126,CXCL2
127,IFNW1
128,SLC2A1
129,F3
130,TNFRSF6B
131,ADRB2
132,RPS6KA3
133,CCL24
134,CCR3
135,ADAMTS4
136,PRSS2
137,UCN3
138,SFTPA2
139,TNFRSF11B
140,FGF12
141,SDK2
142,CXCR4
143,TGFB2
144,GREM1
145,PTPN6
146,F2R
147,COL6A6
148,SLURP2
149,EPHB1
150,ROCK1
151,FZD6
152,MAP2K2
153,S100A1
154,PDGFA
155,TNC
156,ERFE
157,CYP19A1
158,TP53
159,KDM3B
160,BMP8B
161,SMPD1
162,AFDN
163,CALCRL
164,ITGAM
165,OPN4
166,CSF3R
167,MFGE8
168,SEMA5A
169,FPR2
170,GZMA
171,PTPRJ
172,NPNT
173,FGF3
174,TRPC4
175,ALOX12B
176,CR1
177,STAT3
178,SLK
179,NFE2L2
180,SOS1
181,ACVR2B
182,LDLR
183,FXYD1
184,GPR84
185,SCARB1
186,PRSS1
187,EGF
188,EFNA1
189,GYPE
190,TAC1
191,CD96
192,FLRT3
193,KL
194,CD6
195,FES
196,CRH
197,TNFRSF4
198,APOB
199,UNC119
200,LAMA4
201,TREM2
202,FLRT2
203,S1PR1
204,PTH1R
205,CCR10
206,CD80
207,PC
208,COL11A2
209,TYR
210,NPR3
211,LGALS3BP
212,IFNA8
213,FLOT1
214,CSK
215,CXCL9
216,MAP4K5
217,TBK1
218,NTN1
219,RAET1L
220,GRN
221,ARTN
222,PLXND1
223,JAK1
224,RPS6KA2
225,MAPK3
226,ASGR1
227,CCL1
228,CCN2
229,IL10RA
230,GDF6
231,IL11
232,SPN
233,EFNA5
234,PDGFRB
235,FPR3
236,CDK4
237,LMTK2
238,APOC3
239,IL12A
240,VIPR2
241,SIGLEC10
242,VEGFA
243,NPY
244,PLCG1
245,IDE
246,PRG4
247,PSMD14
248,CD3E
249,EBI3
250,PTPRF
251,CALCA
252,VCAM1
253,NRTN
254,APOA1
255,ITGA1
256,IL2RG
257,IL2RA
258,BMPR2
259,TRPM3
260,S100A8
261,DUSP18
262,CD69
263,ZFP91
264,CSF1R
265,LPP
266,CD36
267,LEFTY2
268,MAP4K4
269,NOX3
270,CCK
271,SPON1
