,0
0,MAP4K4
1,FGFR3
2,DKK3
3,BTN3A2
4,TNFRSF25
5,CCL11
6,ERBB2
7,ITGAV
8,IL18BP
9,ITGA11
10,FLRT3
11,KIR2DL5A
12,VWF
13,THY1
14,LAT
15,CALCR
16,TNFSF13B
17,LAMA3
18,FST
19,DAG1
20,NLGN3
21,TNFRSF6B
22,NCL
23,FGF14
24,RIPK3
25,RGMA
26,BTC
27,PDCD1LG2
28,CRLF2
29,WNT3A
30,RETN
31,FCN1
32,IL3
33,CD3G
34,PTPRT
35,FGF13
36,CD46
37,TNFRSF1A
38,FCER1G
39,IFNA16
40,LRFN5
41,SAA1
42,EPHA2
43,SOCS2
44,TRPV1
45,CD79B
46,CD226
47,CXCR5
48,EPO
49,UCN
50,APOE
51,BCL6
52,INHBC
53,IL11RA
54,CHRNA2
55,ITGA2B
56,PCSK9
57,PTEN
58,IL22
59,IL13
60,CHRM2
61,ZFP91
62,LPP
63,IGF2
64,PDGFA
65,ANGPTL2
66,ROBO2
67,DRAXIN
68,SLK
69,SEMA6B
70,IL15
71,FNDC5
72,GRIN2A
73,BMP6
74,LILRB2
75,CD48
76,CCL8
77,S100A8
78,NOX3
79,CSF1
80,TNFSF14
81,PLCB1
82,SST
83,FGF8
84,TTR
85,EFNA1
86,NR0B2
87,IL36G
88,RIPK1
89,TGFB2
90,EPHA3
91,BMP10
92,SFTPA1
93,APOA4
94,PCNA
95,KDR
96,ACKR3
97,PTK2
98,NODAL
99,IL18
100,CALR
101,FAM3C
102,MS4A1
103,ERBB4
104,PDE4D
105,STK11
106,AFDN
107,FCER2
108,NOS1
109,FGF23
110,ITGA2
111,PSG6
112,GPR151
113,CSNK1A1
114,PILRA
115,IL15RA
116,CASP3
117,CASP8
118,FRS3
119,PTGS1
120,APOC3
121,PIK3C2A
122,MAP2K5
123,CCL19
124,CXCL5
125,ESR1
126,SPN
127,PROK1
128,EDN1
129,CHAT
130,PENK
131,PTPN11
132,JAK2
133,MS4A4A
134,LEP
135,JAG2
136,VEGFB
137,CCR5
138,FLRT2
139,ITGA10
140,FGFR4
141,PARD3
142,CNTNAP1
143,DYRK1A
144,TYRO3
145,NOS3
146,PIK3CD
147,EDN3
148,BCL2
149,CRHR2
150,PLG
151,CXCL6
152,CALML3
153,CD40LG
154,IL23R
155,SDK2
156,LCK
157,RACK1
158,HDAC5
159,PF4V1
160,ESR2
161,PTH
162,NRXN3
163,IGF1
164,SPP1
165,RPH3A
166,MTOR
167,S100A1
168,BCR
169,GDF11
170,CCN1
171,THBS2
172,SORCS2
173,CD8A
174,PRKD1
175,ADGRV1
176,OLR1
177,BDNF
178,ADCYAP1
179,CD99
180,ITGB8
181,IL24
182,CTLA4
183,LTB
184,PDGFRB
185,NOTCH1
186,FES
187,MYL9
188,PTPRG
189,MAP3K14
190,ITGA7
191,EDIL3
192,GHRL
193,PTPRJ
194,TNFRSF4
195,LAMA1
196,SCGB1A1
197,TMED5
198,GRM1
199,CCL20
200,PTPRS
201,GMFB
202,VIPR2
203,IFNA1
204,ITGB6
205,VLDLR
206,LDLR
207,EPHB2
208,BMP2
209,EPHB6
210,MAP2K6
211,WNT7B
212,LILRA1
213,VIPR1
214,PLK1
215,ANG
216,CSF2
217,XCL1
218,TGFBR2
219,RPS6KB1
220,LTBP3
221,MXRA5
222,ACE
223,CLEC4M
224,PLXNC1
225,DLL1
226,CCL4
227,LRP6
228,FZD10
229,FCN2
230,EDAR
231,IFNB1
232,CXCL9
233,PRG4
234,PIK3R2
235,NRK
236,PLK2
237,L1CAM
238,TUBB
239,ALK
240,MAP4K2
241,NRG2
242,CXCL13
243,ACHE
244,MAP2K3
245,SEMA3C
246,FBLN1
247,ANGPTL4
248,CCL3L1
249,TRPV4
250,GALR1
251,TUBA4A
252,GALR2
253,GDF9
254,NRXN2
255,DCN
256,GPR84
257,TLR6
258,NECTIN4
259,ITGAL
260,EPHA7
261,SLC2A1
262,ADRB2
263,EDA
264,EBI3
265,HCRT
266,ACVR2A
267,VRK1
268,SLIT3
269,PSEN1
270,LAMB3
271,ITGA8
272,SNCA
273,CD3E
274,IL7R
275,FGF10
276,CSF3
277,ETV5
278,LTA
279,PON1
280,COL6A3
281,MCAM
282,SMPD1
283,F2R
284,LSR
285,OSM
286,IFNGR2
287,GDF15
288,PIK3CA
289,TNFSF13
290,ADRB3
291,CD2
292,SIRPB2
293,LAMA5
294,RTN4R
295,BMP8B
296,FCGR2C
297,CD244
298,BTN1A1
299,SFTPD
300,AATK
301,GDF2
302,IL12B
303,PIK3R1
304,IFNA14
305,CHRNB2
306,IFNAR2
307,IL31
308,TUBA1A
309,EPHA10
310,MPO
311,FZD3
312,CDH11
313,IL9R
314,CCL25
315,C4B_2
316,CCL28
317,DCBLD2
318,KITLG
319,SDC1
320,GP6
321,INHA
322,PTPRZ1
323,OPRD1
324,SLURP2
325,NID1
326,SEMA3E
327,COMP
328,BMP1
329,IFNA6
330,CXCL11
331,CXCR4
332,IFNAR1
333,INHBE
334,TNFSF9
335,TNFRSF14
336,CHRNA9
337,OCLN
338,NECTIN2
339,ADAMTS4
340,ADM2
341,FAS
342,CNMD
