,0
0,MAP4K4
1,FGFR3
2,KDM3B
3,DKK3
4,BTN3A2
5,TNFRSF25
6,VWF
7,THY1
8,LAT
9,DAG1
10,NLGN3
11,AGTR1
12,BTC
13,PDCD1LG2
14,CRLF2
15,FCN1
16,WNT3A
17,IL3
18,CD3G
19,FGF13
20,CD46
21,THRA
22,TNFRSF1A
23,FCER1G
24,LOX
25,IFNA16
26,NRAS
27,LRFN5
28,SOCS2
29,CXCR5
30,INHBC
31,IL11RA
32,CHRNA2
33,PCSK9
34,RGMB
35,IL22
36,CHRM2
37,IGF2
38,SLK
39,GRIN2A
40,FNDC5
41,BMP6
42,CD48
43,GSK3A
44,CCL8
45,S100A8
46,NOX3
47,CSF1
48,TNFSF14
49,PLCB1
50,ULK1
51,PSMB6
52,ZPBP2
53,TTR
54,NR0B2
55,IL36G
56,RIPK1
57,TGFB2
58,BMP10
59,SFTPA1
60,IL10RA
61,KDR
62,PTK2
63,NODAL
64,CALR
65,BMPR2
66,FAM3C
67,ERBB4
68,PTGES3
69,PDE4D
70,AFDN
71,CYP19A1
72,FGF23
73,CSNK1A1
74,IL15RA
75,APOC3
76,FRS3
77,PIK3C2A
78,MUC1
79,CCL19
80,ESR1
81,SPN
82,BMPR1A
83,CHAT
84,PENK
85,PTPN11
86,LAG3
87,F2RL1
88,TYRO3
89,DYRK1A
90,NOS3
91,CD5L
92,PLG
93,CD40LG
94,IL23R
95,SDK2
96,LCK
97,RACK1
98,HDAC5
99,PF4V1
100,PTH
101,IGF1
102,RPH3A
103,MTOR
104,S100A1
105,BCR
106,IFNL1
107,THBS2
108,ADGRV1
109,CD8A
110,SORCS2
111,ADCYAP1
112,ITGB8
113,IL24
114,PTPRK
115,LTB
116,PDGFRB
117,XPO1
118,PTPRG
119,INSL3
120,MAP3K14
121,GHRL
122,TMED5
123,GRM1
124,PTGER4
125,CCL20
126,VIPR2
127,INSR
128,LDLR
129,EPHB2
130,EPHB6
131,BMP2
132,PLK1
133,ANG
134,TGFBR2
135,RPS6KB1
136,CLEC4M
137,MXRA5
138,GREM1
139,DLL1
140,CCL4
141,EDAR
142,UGCG
143,L1CAM
144,PLK2
145,NRK
146,SCNN1A
147,TUBB
148,ALK
149,MAP4K2
150,AMHR2
151,ACHE
152,MAP2K3
153,ANGPTL4
154,CCR3
155,TUBA4A
156,GDF9
157,LGALS3
158,TLR6
159,NECTIN4
160,NOTCH2
161,TAC3
162,EDA
163,EBI3
164,HCRT
165,ACVR2A
166,VRK1
167,SERPINF1
168,ITGA8
169,CSF3
170,PON1
171,TGFBR1
172,CD109
173,MCAM
174,RLN3
175,SMPD1
176,F2R
177,OSM
178,IFNGR2
179,GDF15
180,TNFSF13
181,LAMA5
182,RTN4R
183,FCGR2C
184,BTN1A1
185,AR
186,GDF2
187,PIK3R1
188,CHRNB2
189,IL31
190,TUBA1A
191,RPSA
192,IL9R
193,CCL25
194,DCBLD2
195,C4B_2
196,SDC1
197,GP6
198,PTPRZ1
199,OPRD1
200,SLURP2
201,COMP
202,CXCL11
203,CASP1
204,CHRNA9
205,OCLN
206,ADM2
207,FSTL1
208,HGF
209,CCRL2
210,PDGFRA
211,HDAC4
212,ADRA2A
213,CXCL2
214,IL34
215,SLIT2
216,CHEK1
217,MAPKAPK3
218,KIT
219,IL10
220,FGF21
221,CDK5
222,TPH1
223,DKK1
224,CXCL10
225,KNG1
226,TXK
227,IFNK
228,CNTN4
229,NXPH3
230,CDK4
231,PLCG1
232,CD58
233,NOTCH3
234,IFNL2
235,ITGB3
236,IL6
237,IL20RA
238,CDK2
239,CD96
240,COL6A6
241,MST1R
242,TNFRSF11B
243,TNFSF4
244,PTPRD
245,TSHB
246,TEK
247,CDK6
248,TNIK
249,RAMP3
250,CD247
251,NSMAF
252,ADAM15
253,MERTK
254,MAP4K3
255,CHRNA1
256,CCL18
257,CCL23
258,PIK3R5
259,TNFSF11
260,CNTN6
261,IFNA10
262,IL6ST
263,NTRK1
264,SGMS1
265,PYY
266,SRC
267,IFNG
268,IFNE
269,UNC5B
270,PSMB5
271,S100A6
272,CIRBP
273,ADA
274,LPA
275,GRIA1
276,PTPN6
277,GSK3B
278,SRPK2
279,SI
280,FGF3
281,BMP5
282,PRKAB1
283,JAM3
284,VEGFD
285,CCL17
286,PRKCA
287,ITK
288,RARA
289,TACR3
290,RPS6KA3
291,NRG3
292,PLD2
293,KL
294,PRKAG1
295,PLXDC2
296,PTPRC
297,EPHA5
298,PDGFB
299,CD300LB
300,CLEC2D
301,GALR3
302,EPHA8
303,CEACAM19
304,VDR
305,CUL5
306,SCN3A
307,CXCL1
308,IL1B
309,HJV
310,HPX
311,ITGA4
312,CD274
313,ACVR2B
314,APOC2
315,MAP2K7
316,CCL1
317,ICAM4
318,NPTX1
319,NR1H3
320,ACTR2
321,SLC9A8
322,PSMB8
323,MAPK7
324,PLXNA2
325,UNC5A
326,TNF
327,MFGE8
328,CASP6
329,IL27
330,IFNA7
331,SEMA6D
332,DLL4
333,SEMA3D
334,UCN2
335,IGSF1
336,WNT9B
337,CD300LF
338,CAMK2G
339,STK4
340,CHRNA7
341,GRN
342,THPO
