,0
0,MAP4K4
1,FGFR3
2,DKK3
3,BTN3A2
4,TNFRSF25
5,ITGAV
6,ERBB2
7,CCL11
8,IL18BP
9,ITGA11
10,KIR2DL5A
11,THY1
12,VWF
13,LAT
14,CALCR
15,TNFSF13B
16,LAMA3
17,FST
18,DAG1
19,NLGN3
20,TNFRSF6B
21,NCL
22,FGF14
23,RIPK3
24,RGMA
25,BTC
26,PDCD1LG2
27,CRLF2
28,WNT3A
29,FCN1
30,RETN
31,CD3G
32,PTPRT
33,IL3
34,FGF13
35,TNFRSF1A
36,FCER1G
37,IFNA16
38,LRFN5
39,SAA1
40,EPHA2
41,CD79B
42,SOCS2
43,TRPV1
44,CD226
45,EPO
46,APOE
47,INHBC
48,BCL6
49,IL11RA
50,CHRNA2
51,ITGA2B
52,PCSK9
53,IL22
54,IL13
55,CHRM2
56,ZFP91
57,LPP
58,IGF2
59,PDGFA
60,ANGPTL2
61,ROBO2
62,DRAXIN
63,SLK
64,SEMA6B
65,IL15
66,GRIN2A
67,FNDC5
68,BMP6
69,LILRB2
70,CD48
71,CCL8
72,S100A8
73,CSF1
74,TNFSF14
75,PLCB1
76,SST
77,EFNA1
78,NR0B2
79,RIPK1
80,EPHA3
81,TGFB2
82,BMP10
83,APOA4
84,KDR
85,PTK2
86,NODAL
87,IL18
88,CALR
89,FAM3C
90,MS4A1
91,ERBB4
92,PDE4D
93,STK11
94,AFDN
95,FCER2
96,NOS1
97,ITGA2
98,PSG6
99,GPR151
100,CSNK1A1
101,PILRA
102,CASP3
103,CASP8
104,MAP2K5
105,APOC3
106,PTGS1
107,CCL19
108,CXCL5
109,ESR1
110,SPN
111,EDN1
112,CHAT
113,PTPN11
114,JAK2
115,LEP
116,JAG2
117,VEGFB
118,CCR5
119,ITGA10
120,FGFR4
121,PARD3
122,TYRO3
123,CNTNAP1
124,PIK3CD
125,EDN3
126,BCL2
127,CRHR2
128,PLG
129,CXCL6
130,CALML3
131,CD40LG
132,SDK2
133,RACK1
134,LCK
135,PF4V1
136,ESR2
137,PTH
138,NRXN3
139,IGF1
140,SPP1
141,RPH3A
142,MTOR
143,S100A1
144,BCR
145,GDF11
146,CCN1
147,THBS2
148,SORCS2
149,CD8A
150,PRKD1
151,ADGRV1
152,OLR1
153,BDNF
154,ADCYAP1
155,CD99
156,ITGB8
157,CTLA4
158,LTB
159,PDGFRB
160,NOTCH1
161,FES
162,PTPRG
163,MAP3K14
164,ITGA7
165,EDIL3
166,PTPRJ
167,LAMA1
168,TMED5
169,GRM1
170,CCL20
171,PTPRS
172,ITGB6
173,IFNA1
174,VLDLR
175,LDLR
176,WNT7B
177,EPHB2
178,EPHB6
179,BMP2
180,MAP2K6
181,LILRA1
182,PLK1
183,ANG
184,VIPR1
185,CSF2
186,XCL1
187,TGFBR2
188,CLEC4M
189,PLXNC1
190,ACE
191,LTBP3
192,MXRA5
193,DLL1
194,CCL4
195,LRP6
196,FZD10
197,FCN2
198,EDAR
199,IFNB1
200,CXCL9
201,PRG4
202,PIK3R2
203,NRK
204,L1CAM
205,PLK2
206,TUBB
207,ALK
208,MAP4K2
209,NRG2
210,CXCL13
211,TRPV4
212,MAP2K3
213,SEMA3C
214,GALR1
215,CCL3L1
216,NRXN2
217,TUBA4A
218,GALR2
219,GDF9
220,DCN
221,TLR6
222,GPR84
223,NECTIN4
224,ITGAL
225,EPHA7
226,SLC2A1
227,ADRB2
228,EDA
229,EBI3
230,HCRT
231,VRK1
232,SLIT3
233,PSEN1
234,LAMB3
235,ITGA8
236,CD3E
237,SNCA
238,IL7R
239,ETV5
240,CSF3
241,LTA
242,PON1
243,COL6A3
244,MCAM
245,SMPD1
246,F2R
247,LSR
248,OSM
249,IFNGR2
250,GDF15
251,PIK3CA
252,TNFSF13
253,CD2
254,ADRB3
255,SIRPB2
256,LAMA5
257,RTN4R
258,BMP8B
259,FCGR2C
260,CD244
261,AATK
262,SFTPD
263,GDF2
264,IL12B
265,PIK3R1
266,IFNA14
267,CHRNB2
268,TUBA1A
269,EPHA10
270,MPO
271,FZD3
272,CDH11
273,DCBLD2
274,C4B_2
275,CCL25
276,CCL28
277,KITLG
278,SDC1
279,GP6
280,INHA
281,PTPRZ1
282,SLURP2
283,NID1
284,SEMA3E
285,COMP
286,BMP1
287,IFNA6
288,CXCL11
289,CXCR4
290,INHBE
291,TNFRSF14
292,OCLN
293,NECTIN2
294,FAS
295,ADM2
296,CNMD
297,CILK1
298,NOS2
299,NFE2L2
300,LAMC2
301,EFNA4
302,HGF
303,GCG
304,CNTNAP2
305,HDAC4
306,PDGFRA
307,ADRA2A
308,NTN4
309,TGFA
310,IL34
311,IL4R
312,CXCL2
313,SLIT2
314,C1QTNF4
315,KIT
316,IL10
317,NLGN4X
318,CDK5
319,LRRC4B
320,DKK1
321,TPH1
322,NRG4
323,SCARB1
324,FCGR2B
325,CXCL10
326,KNG1
327,RAMP2
328,JAK1
329,TXK
330,CNTN4
331,NXPH3
332,SCN9A
333,LILRB1
334,PLCG1
335,CD58
336,NOTCH3
337,FZD7
338,ITGB3
339,CDK2
340,IL6
341,CD96
342,ROBO4
343,COL6A6
