,0
0,VLDLR
1,IL16
2,ITGA3
3,LDLR
4,DCC
5,EGF
6,CD40LG
7,ITGA8
8,NTS
9,SCARB1
10,HDAC4
11,IL18
12,SDC2
13,S100A8
14,TP53
15,THBS2
16,TBK1
17,ITGA7
18,CXCL10
19,DLK1
20,ITGA5
21,FGF11
22,C4B_2
23,IL1B
24,PLA2G6
25,NOTCH1
26,LFNG
27,APOB
28,DLL4
29,S100A9
30,TGFB1
31,LRP2
32,SLIT2
33,S100A1
34,ITGA9
35,LRP4
36,PSG7
37,STK39
38,ITGAV
39,POMC
40,NOTCH3
41,LSR
42,SCN9A
43,JAG1
44,LRP6
45,ITGB4
46,DLL3
47,ITGB6
48,ITGB3
49,NTN4
50,ANGPTL2
51,GRIN2A
52,PRKD1
53,IL1A
54,CCN1
55,RELN
56,APOE
57,ITGB7
58,TLR4
59,C1QL1
60,DRAXIN
61,TNF
62,RETN
63,SCN2A
64,NTN1
65,PTH
66,DCN
67,AVP
68,DEFB4B
69,FGF13
70,ITGA2B
71,IAPP
72,ITGA2
73,ITGA10
74,ADCY2
75,ITGA1
76,ANXA1
77,IFNG
78,IL6
79,SCN1A
80,HSPA4
81,ITGA4
82,APLP1
83,APP
84,CCK
85,SPON1
86,GCG
87,LRP8
88,EDN1
89,ITGB8
90,JAG2
91,ITGA11
92,FGF14
93,PRG4
94,BDNF
95,TUBA4A
96,VIP
97,GRIA1
98,DLL1
99,ATM
100,VRK2
101,ITGA6
102,ITGB1
103,NPTX1
104,S100A12
105,LRP5
106,CD80
107,WNT3A
108,PTPRG
109,SCGB3A1
110,FGF12
111,HP
112,PSG9
113,SFTPD
114,FYN
115,IGFBPL1
116,TREM2
117,CNTN4
118,CR1
119,ABL1
120,UNC5C
121,IL21
122,ITGB5
123,LRP1
124,AGT
125,PSEN1
126,IGF1
127,CHRNA4
