,0
0,EFNA3
1,EPGN
2,GRIA1
3,FGFR3
4,ITGAV
5,ERBB2
6,GSK3B
7,PTPN6
8,ITGA11
9,SRPK2
10,KIR2DL5A
11,THY1
12,CHAD
13,VWF
14,PRKAB1
15,CNTN1
16,LAT
17,LAMA3
18,PRKCA
19,ITK
20,LRP1
21,TNFRSF6B
22,TREM2
23,TNC
24,FGF14
25,RPS6KA3
26,TNFRSF1B
27,BTC
28,NRG3
29,PLD2
30,PDCD1LG2
31,CRLF2
32,PRKAG1
33,WNT3A
34,RETN
35,PTPRC
36,CD3G
37,PTPRT
38,IL3
39,FGF13
40,TNFRSF1A
41,PDGFB
42,FCER1G
43,PTGS2
44,CD300LB
45,CLEC2D
46,EPHA4
47,GALR3
48,FGF11
49,JAG1
50,ADCY2
51,CEACAM19
52,LRFN5
53,SAA1
54,EPHA2
55,CD226
56,CD79B
57,SOCS2
58,CXCL1
59,IL4
60,FYN
61,EPO
62,SYK
63,APOE
64,PSG9
65,EPHA1
66,CHRNA4
67,CHRNA2
68,ITGA2B
69,ABL1
70,IL22
71,IL13
72,ITGA4
73,CHL1
74,CD274
75,CHRM2
76,NOX4
77,LPP
78,PDGFA
79,ANGPTL2
80,DRAXIN
81,FSTL5
82,PIK3CB
83,SLK
84,GRIN2A
85,IL15
86,LILRB2
87,FNDC5
88,CD48
89,NPTX1
90,S100A8
91,TNFSF14
92,IL12A
93,MAPK7
94,PLXNA2
95,EFNA1
96,CD8B
97,TNF
98,SLAMF1
99,NR0B2
100,MFGE8
101,EPHA3
102,TGFB2
103,IL27
104,SEMA6D
105,DLL4
106,S100A12
107,PTK2
108,KDR
109,SCGB3A1
110,IL18
111,ADAM23
112,FAM3C
113,MS4A1
114,ERBB4
115,CD300LF
116,PDE4D
117,STK11
118,FCER2
119,FGF12
120,CHRNA7
121,HBEGF
122,ITGA2
123,GPR151
124,THPO
125,NTS
126,CD79A
127,COL11A2
128,LGALS1
129,ADIPOQ
130,ITGB1
131,CASP3
132,CASP8
133,PTGS1
134,IL12RB2
135,IL11
136,THBS1
137,FASLG
138,SPN
139,LAMC1
140,ZP3
141,LYN
142,EDN1
143,CHAT
144,PTPN11
145,JAK2
146,TYK2
147,LEP
148,JAG2
149,KLRB1
150,APP
151,CCR5
152,ITGA10
153,PDGFD
154,FGFR4
155,TRPC4
156,CNTNAP1
157,TYRO3
158,LFNG
159,LAMA2
160,IL2RB
161,LEPR
162,IGFBPL1
163,IGF1R
164,NGF
165,PIK3CD
166,TRPC6
167,TNFSF12
168,BCL2
169,CD44
170,CRHR2
171,ITGA5
172,ITGA6
173,CD40LG
174,SDK2
175,RACK1
176,LCK
177,ESR2
178,APOD
179,IGF1
180,SPP1
181,RAF1
182,NTRK2
183,IL17A
184,S100A1
185,BCR
186,PTPRE
187,TSLP
188,CCN1
189,DCC
190,THBS2
191,CD8A
192,PRKACA
193,EGFR
194,PRKD1
195,CD55
196,BDNF
197,LAMB1
198,TLN1
199,ITGB8
200,CTLA4
201,PDGFRB
202,CD33
203,PIK3CG
204,FES
205,INPP5D
206,NOTCH1
207,SOS1
208,PRKCD
209,AGT
210,PTPRG
211,LAMC3
212,IL2
213,ITGA7
214,EDIL3
215,PTPRJ
216,PLAUR
217,LAMA1
218,CGN
219,EREG
220,GRIN2B
221,IL1R1
222,GRM1
223,SIGLEC10
224,TNFSF18
225,TLR4
226,AKT3
227,PTPRS
228,ITGB6
229,JAK3
230,VLDLR
231,LDLR
232,LRP4
233,PSG7
234,EPHB2
235,LILRA1
236,GZMA
237,IFNA1
238,PLK1
239,ARRB2
240,ANG
241,HP
242,VIPR1
243,CSF2
244,IL22RA2
245,TGFBR2
246,LTBP3
247,FGF1
248,ACE
249,PLXNC1
250,DLL1
251,LRP6
252,GRM7
253,CD5
254,PTK2B
255,PRG4
256,LTBR
257,BSG
258,PIK3R2
259,TGFB1
260,SCN2A
261,ITGB4
262,UNC5C
263,TUBB
264,NRG2
265,TRPV4
266,GALR1
267,UNC119
268,IL12RB1
269,PDCD1
270,SLURP1
271,TUBA4A
272,GALR2
273,VCL
274,LAMC2
275,CRHR1
276,GPR84
277,DCN
278,MAPK3
279,SLC2A1
280,ADRB2
281,PTPRF
282,EBI3
283,HCRT
284,IL1RN
285,PSEN1
286,LAMB3
287,ITGA8
288,FGF2
289,LRIG1
290,CD3E
291,PAK1
292,IL7R
293,CSF3
294,ANGPT1
295,ITGB2
296,COL6A3
297,MCAM
298,PRKAA2
299,LSR
300,F2R
301,S100A9
302,OSM
303,GDF15
304,PIK3CA
305,ADRB3
306,CD2
307,LRP8
308,ERBB3
309,ZAP70
310,SIRPB2
311,LAMA5
312,RTN4R
313,FCGR2C
314,CD244
315,MAPK1
316,DLL3
317,PECAM1
318,IL2RA
319,TBK1
320,IL25
321,AATK
322,APOB
323,SFTPD
324,PLXNB2
325,IL12B
326,PIK3R1
327,NRG1
328,CHRNB2
329,HCK
330,TUBA1A
331,POMC
332,OPN4
333,FLOT1
334,MPO
335,CCN2
336,DCBLD2
337,SDC2
338,KITLG
339,LRP2
340,GP6
341,LGALS3BP
342,PTPRZ1
343,LAMB2
344,GPR20
345,SLURP2
346,CD28
347,COMP
348,SDC3
349,MAPK11
350,IL21
351,TNFRSF14
352,EFNA2
353,OCLN
354,ITGB5
355,FAS
356,LIF
357,CILK1
358,NOS2
359,SIGLEC6
360,NFE2L2
361,CD19
362,ITGA3
363,PRKCE
364,EFNA4
365,BMP8A
366,HGF
367,LRP5
368,SPON1
369,CRH
370,APLP1
371,PLXNA4
372,GCG
373,IAPP
374,CLCF1
375,HDAC4
376,ADRA2A
377,GH1
378,EPHB1
379,NTN4
380,TGFA
381,TGFB3
382,PRKAB2
383,SLIT2
384,C1QTNF4
385,LGI1
386,MTNR1A
387,KIT
388,HSPA4
389,PLXNA1
390,LGALS9
391,IL10
392,CDK5
393,TPH1
394,PRKAG2
395,NRG4
396,ITGA1
397,SCARB1
398,FCGR2B
399,CXCL10
400,KNG1
401,IL16
402,IL1A
403,TRPV6
404,EFNB1
405,EFNA5
406,RAMP2
407,ITGA9
408,TXK
409,JAK1
410,CHRNA3
411,CNTN4
412,VIP
413,SCN9A
414,LAMA4
415,PLCG1
416,CD58
417,VEGFA
418,NOTCH3
419,ITPR1
420,ITGB3
421,CDK2
422,TNK2
423,IL6
424,COL6A6
425,MST1R
426,CXCL12
427,TNFRSF11B
428,PTPRD
429,IL9
430,TEK
431,TSHR
432,ANXA1
433,C1QL1
434,AVP
435,CDK6
436,EGF
437,CD36
438,TH
439,RAMP3
440,PLCE1
441,CD247
442,CCK
443,NTF4
444,ITGB7
445,CHI3L1
446,IL6R
447,GAL
448,ADAM15
449,GZMB
450,STAT3
451,FCGR2A
452,PRKCQ
453,BMX
454,BMP4
455,NTN1
456,IL23A
457,SCN1A
458,CD86
459,NTF3
460,STAT6
461,PLCG2
462,TNFSF11
463,YES1
464,VTN
465,MAPK14
466,IL7
467,IL6ST
468,DEFB4B
469,THBS4
470,INS
471,PRKAA1
472,FGR
473,PPARG
474,PTH1R
475,SIGLEC9
476,RELN
477,EPOR
478,SRC
479,IFNG
480,ADCYAP1R1
481,CSF2RB
482,EIF2AK2
483,ICAM1
484,MC2R
485,CSK
486,DLK1
487,CD47
