,0
0,MAP4K4
1,FGFR3
2,BTN3A2
3,ITGAV
4,ERBB2
5,CCL11
6,IL18BP
7,ITGA11
8,KIR2DL5A
9,THY1
10,VWF
11,LAT
12,LAMA3
13,FST
14,DAG1
15,NLGN3
16,TNFRSF6B
17,FGF14
18,RIPK3
19,RGMA
20,BTC
21,PDCD1LG2
22,CRLF2
23,WNT3A
24,RETN
25,CD3G
26,PTPRT
27,IL3
28,FGF13
29,TNFRSF1A
30,FCER1G
31,IFNA16
32,LRFN5
33,SAA1
34,EPHA2
35,CD79B
36,CD226
37,TRPV1
38,SOCS2
39,EPO
40,APOE
41,BCL6
42,CHRNA2
43,ITGA2B
44,IL22
45,IL13
46,CHRM2
47,LPP
48,PDGFA
49,ANGPTL2
50,DRAXIN
51,SLK
52,SEMA6B
53,IL15
54,GRIN2A
55,FNDC5
56,BMP6
57,LILRB2
58,CD48
59,S100A8
60,CSF1
61,TNFSF14
62,PLCB1
63,SST
64,EFNA1
65,NR0B2
66,RIPK1
67,EPHA3
68,TGFB2
69,BMP10
70,PTK2
71,KDR
72,IL18
73,FAM3C
74,MS4A1
75,ERBB4
76,PDE4D
77,STK11
78,AFDN
79,FCER2
80,NOS1
81,ITGA2
82,PSG6
83,GPR151
84,PILRA
85,CASP3
86,CASP8
87,MAP2K5
88,PTGS1
89,SPN
90,EDN1
91,CHAT
92,PTPN11
93,JAK2
94,LEP
95,JAG2
96,VEGFB
97,CCR5
98,ITGA10
99,FGFR4
100,PARD3
101,TYRO3
102,CNTNAP1
103,PIK3CD
104,EDN3
105,BCL2
106,CRHR2
107,PLG
108,CALML3
109,CD40LG
110,SDK2
111,RACK1
112,LCK
113,ESR2
114,PTH
115,NRXN3
116,IGF1
117,SPP1
118,RPH3A
119,MTOR
120,S100A1
121,BCR
122,GDF11
123,CCN1
124,THBS2
125,SORCS2
126,CD8A
127,PRKD1
128,BDNF
129,CD99
130,ITGB8
131,CTLA4
132,LTB
133,NOTCH1
134,PDGFRB
135,FES
136,PTPRG
137,MAP3K14
138,ITGA7
139,EDIL3
140,PTPRJ
141,LAMA1
142,TMED5
143,GRM1
144,VLDLR
145,ITGB6
146,PTPRS
147,IFNA1
148,LDLR
149,WNT7B
150,EPHB2
151,EPHB6
152,BMP2
153,MAP2K6
154,LILRA1
155,PLK1
156,VIPR1
157,ANG
158,CSF2
159,TGFBR2
160,CLEC4M
161,PLXNC1
162,LTBP3
163,ACE
164,MXRA5
165,DLL1
166,CCL4
167,LRP6
168,FZD10
169,IFNB1
170,PRG4
171,PIK3R2
172,NRK
173,L1CAM
174,TUBB
175,MAP4K2
176,NRG2
177,TRPV4
178,MAP2K3
179,SEMA3C
180,GALR1
181,NRXN2
182,TUBA4A
183,GALR2
184,GDF9
185,GPR84
186,DCN
187,NECTIN4
188,ITGAL
189,EPHA7
190,SLC2A1
191,ADRB2
192,EBI3
193,HCRT
194,PSEN1
195,LAMB3
196,ITGA8
197,CD3E
198,SNCA
199,IL7R
200,ETV5
201,CSF3
202,LTA
203,COL6A3
204,MCAM
205,SMPD1
206,F2R
207,LSR
208,OSM
209,IFNGR2
210,GDF15
211,PIK3CA
212,TNFSF13
213,CD2
214,ADRB3
215,SIRPB2
216,LAMA5
217,RTN4R
218,BMP8B
219,FCGR2C
220,CD244
221,AATK
222,SFTPD
223,GDF2
224,IL12B
225,PIK3R1
226,IFNA14
227,CHRNB2
228,TUBA1A
229,EPHA10
230,MPO
231,FZD3
232,CDH11
233,DCBLD2
234,C4B_2
235,KITLG
236,GP6
237,PTPRZ1
238,SLURP2
239,SEMA3E
240,BMP1
241,COMP
242,IFNA6
243,TNFRSF14
244,OCLN
245,NECTIN2
246,FAS
247,ADM2
248,CNMD
249,CILK1
250,NOS2
251,LAMC2
252,NFE2L2
253,EFNA4
254,HGF
255,GCG
256,CNTNAP2
257,HDAC4
258,PDGFRA
259,ADRA2A
260,NTN4
261,TGFA
262,IL34
263,SLIT2
264,C1QTNF4
265,KIT
266,IL10
267,NLGN4X
268,CDK5
269,LRRC4B
270,TPH1
271,NRG4
272,SCARB1
273,FCGR2B
274,CXCL10
275,KNG1
276,RAMP2
277,JAK1
278,TXK
279,CNTN4
280,NXPH3
281,SCN9A
282,LILRB1
283,CD58
284,PLCG1
285,NOTCH3
286,FZD7
287,ITGB3
288,CDK2
289,IL6
290,CD96
291,COL6A6
292,MST1R
293,TNFRSF11B
294,PTPRD
295,TEK
296,IL9
297,AVP
298,CDK6
299,EGF
300,TH
301,TNIK
302,RAMP3
303,PLCE1
304,CD247
305,SEMA3F
306,ITGB7
307,HDC
308,NSMAF
309,GAL
310,ADAM15
311,MAP4K3
312,GZMB
313,ALCAM
314,STAT3
315,PRKCQ
316,VRK2
317,CD86
318,PIK3R5
319,TNFSF11
320,VTN
321,CNTN6
322,IFNA10
323,IL6ST
324,ILDR1
325,THBS4
326,NTRK1
327,PPARG
328,SIGLEC9
329,CR1
330,EPOR
331,SRC
332,ADCYAP1R1
333,IFNG
334,CSF2RB
335,MC2R
336,EPGN
337,LPA
338,GRIA1
339,EFNA3
340,GSK3B
341,PTPN6
342,MAP4K5
