,0
0,MAP4K4
1,HSP90AA1
2,FGFR3
3,KDM3B
4,DKK3
5,BTN3A2
6,TNFRSF25
7,CCL11
8,ERBB2
9,ITGAV
10,IL18BP
11,ITGA11
12,FLRT3
13,NCAM2
14,KIR2DL5A
15,VWF
16,THY1
17,LAT
18,CALCR
19,TNFSF13B
20,IL10RB
21,LAMA3
22,FST
23,DAG1
24,NLGN3
25,TNFRSF6B
26,NCL
27,CD53
28,FGF14
29,RIPK3
30,RGMA
31,BTC
32,CD83
33,PDCD1LG2
34,CRLF2
35,WNT3A
36,FCN1
37,RETN
38,IL3
39,PTPRT
40,CD3G
41,FGF13
42,CD46
43,TNFRSF1A
44,FCER1G
45,IFNA16
46,NRAS
47,LRFN5
48,SAA1
49,EPHA2
50,TRPV1
51,SOCS2
52,CD79B
53,CD226
54,CXCR5
55,EPO
56,APOE
57,UCN
58,BCL6
59,INHBC
60,IL11RA
61,CGA
62,CHRNA2
63,ITGA2B
64,PCSK9
65,PTEN
66,IL22
67,IL13
68,CHRM2
69,ZFP91
70,LPP
71,IGF2
72,PDGFA
73,ANGPTL2
74,ROBO2
75,DRAXIN
76,SLK
77,SEMA6B
78,FNDC5
79,IL15
80,GRIN2A
81,BMP6
82,LILRB2
83,CD48
84,CCL8
85,S100A8
86,NOX3
87,CSF1
88,TNFSF14
89,PLCB1
90,IFNL3
91,SST
92,FGF8
93,TTR
94,EFNA1
95,NR0B2
96,IL36G
97,RIPK1
98,EPHA3
99,TGFB2
100,BMP10
101,SFTPA1
102,APOA4
103,PCNA
104,KDR
105,ACKR3
106,PTK2
107,NODAL
108,IL18
109,CALR
110,FAM3C
111,MS4A1
112,ERBB4
113,PTGES3
114,PDE4D
115,STK11
116,AFDN
117,FCER2
118,NOS1
119,FGF23
120,ITGA2
121,PSG6
122,GPR151
123,CSNK1A1
124,PILRA
125,IL15RA
126,CASP3
127,CASP8
128,MAP2K5
129,PTGS1
130,FRS3
131,PIK3C2A
132,APOC3
133,FSHB
134,MUC1
135,CCL19
136,CXCL5
137,ESR1
138,SPN
139,PROK1
140,EDN1
141,CHAT
142,PENK
143,PTPN11
144,JAK2
145,MS4A4A
146,LEP
147,JAG2
148,VEGFB
149,CCR5
150,FLRT2
151,ITGA10
152,FGFR4
153,PARD3
154,CNTNAP1
155,DYRK1A
156,TYRO3
157,NOS3
158,PIK3CD
159,EDN3
160,BCL2
161,CD5L
162,CRHR2
163,PLG
164,CXCL6
165,CALML3
166,CD40LG
167,IL23R
168,SDK2
169,LCK
170,RACK1
171,HDAC5
172,PF4V1
173,ESR2
174,PTH
175,NRXN3
176,SPP1
177,IGF1
178,RPH3A
179,MTOR
180,S100A1
181,BCR
182,GDF11
183,IFNL1
184,CCN1
185,THBS2
186,SORCS2
187,CD8A
188,PRKD1
189,ADGRV1
190,OLR1
191,BDNF
192,ADCYAP1
193,CD99
194,KRAS
195,ITGB8
196,CTLA4
197,IL24
198,PRF1
199,LTB
200,PDGFRB
201,NOTCH1
202,FES
203,MYL9
204,PTPRG
205,INSL3
206,MAP3K14
207,ITGA7
208,EDIL3
209,GHRL
210,PTPRJ
211,TNFRSF4
212,LAMA1
213,SCGB1A1
214,TMED5
215,GRM1
216,CCL20
217,VLDLR
218,GMFB
219,VIPR2
220,IFNA1
221,LDLR
222,PTPRS
223,ITGB6
224,EPHB2
225,EPHB6
226,BMP2
227,MAP2K6
228,WNT7B
229,LILRA1
230,VIPR1
231,ANG
232,PLK1
233,CSF2
234,XCL1
235,TGFBR2
236,RPS6KB1
237,LTBP3
238,CLEC4M
239,ACE
240,MXRA5
241,PLXNC1
242,ASGR2
243,DLL1
244,CCL4
245,LRP6
246,FZD10
247,FCN2
248,EDAR
249,IFNB1
250,CXCL9
251,PRG4
252,PIK3R2
253,PLXND1
254,UGCG
255,NRK
256,ANGPT2
257,L1CAM
258,PLK2
259,TUBB
260,ALK
261,MAP4K2
262,CXCL13
263,NRG2
264,ACHE
265,CCL3L1
266,ANGPTL4
267,MAP2K3
268,FBLN1
269,TRPV4
270,CCR3
271,SEMA3C
272,TUBA4A
273,GALR2
274,NRXN2
275,GDF9
276,GPR84
277,TLR6
278,DCN
279,NECTIN4
280,ITGAL
281,EPHA7
282,SLC2A1
283,ADRB2
284,TAC3
285,EDA
286,EBI3
287,HCRT
288,ACVR2A
289,VRK1
290,SLIT3
291,PSEN1
292,LAMB3
293,ITGA8
294,SNCA
295,CD3E
296,IL7R
297,ETV5
298,FGF10
299,CSF3
300,LTA
301,PON1
302,COL6A3
303,MCAM
304,RLN3
305,LSR
306,SMPD1
307,F2R
308,OSM
309,IFNGR2
310,GDF15
311,PIK3CA
312,ADRB3
313,CD2
314,TNFSF13
315,SIRPB2
316,LAMA5
317,RTN4R
318,CD22
319,BMP8B
320,FCGR2C
321,CD244
322,BTN1A1
323,AATK
324,SFTPD
325,GDF2
326,IL12B
327,PIK3R1
328,IFNA14
329,CHRNB2
330,IFNAR2
331,IL31
332,TUBA1A
333,EPHA10
334,MPO
335,FZD3
336,CDH11
337,RLN2
338,IL9R
339,CCL28
340,CCL25
341,DCBLD2
342,C4B_2
343,KITLG
344,IL26
345,TNFRSF18
346,SDC1
347,PTPRZ1
348,INHA
349,GP6
350,OPRD1
351,SLURP2
352,NID1
353,SEMA3E
354,COMP
355,BMP1
356,IFNA6
357,CXCL11
358,CXCR4
359,IFNAR1
360,INHBE
361,TNFSF9
362,TNFRSF14
363,CHRNA9
364,OCLN
365,NECTIN2
366,UCN3
367,ADAMTS4
368,ADM2
369,FAS
370,CNMD
371,CILK1
372,NOS2
373,LAMC2
374,NFE2L2
375,EFNA4
376,HGF
377,CCRL2
378,ADGRL2
379,GCG
380,CNTNAP2
381,PDGFRA
382,HDAC4
383,ADRA2A
384,NTN4
385,CXCL2
386,TGFA
387,IL4R
388,IL34
389,SLIT2
390,C1QTNF4
391,KIT
392,MAPKAPK3
393,IL10
394,NLGN4X
395,FGF21
396,LRRC4B
397,TPH1
398,DKK1
399,NRG4
400,CDK5
401,SCARB1
402,CXCL10
403,FCGR2B
404,KNG1
405,OXT
406,RAMP2
407,JAK1
408,TXK
409,IFNK
410,CD4
411,CNTN4
412,NXPH3
413,SCN9A
414,LILRB1
415,CD58
416,PLCG1
417,NOTCH3
418,FZD7
419,FGF17
420,IFNL2
421,ITGB3
422,IL6
423,CDK2
424,CD96
425,ROBO4
426,COL6A6
427,MST1R
428,TNFRSF11B
429,PTPRD
430,TNFSF4
431,TSHB
432,IL9
433,TEK
434,PF4
435,AVP
436,CDK6
437,INHBA
438,EGF
439,TH
440,TNIK
441,RAMP3
442,PLCE1
443,CD247
444,SEMA3F
445,PMCH
446,ITGB7
447,HDC
448,NSMAF
449,LEFTY1
450,GAL
451,ADAM15
452,MERTK
453,MAP4K3
454,GZMB
455,ALCAM
456,ICOSLG
457,STAT3
458,PRKCQ
459,CHRNA1
460,CCL18
461,CCL23
462,VRK2
463,CD86
464,PIK3R5
465,TNFSF11
466,VTN
467,CNTN6
468,IFNA10
469,IL6ST
470,CCL14
471,ILDR1
472,THBS4
473,NTRK1
474,PPARG
475,SGMS1
476,PYY
477,SIGLEC9
478,CR1
479,EPOR
480,IFNE
481,ADCYAP1R1
482,IFNG
483,CSF2RB
484,SRC
485,MC2R
486,PPBP
487,S100A6
488,CIRBP
489,ADA
490,EPGN
491,GRIA1
492,LPA
493,EFNA3
494,PTPN6
495,GSK3B
496,MAP4K5
497,SRPK2
498,TFF3
499,PDGFC
500,SI
501,PVRIG
502,BMP5
503,CHAD
504,FGF3
505,PRKCZ
506,PRKAB1
507,CNTN1
508,JAM3
509,IFNA21
510,GAS6
511,VEGFD
512,FGF19
513,CCL17
514,PRKCA
515,SCARF1
516,ITK
517,LRP1
518,TREM2
519,GDF3
520,TNC
521,RARA
522,TACR3
523,CHRNA5
524,RPS6KA3
525,SEMA3B
526,ERFE
527,NPFFR2
528,TNFRSF1B
529,NRG3
530,PLD2
531,KL
532,EPHA6
533,PRKAG1
534,SIGLEC6
535,PTPRC
536,EPHA5
537,OLFM2
538,PDGFB
539,CCL21
540,PTGS2
541,CD300LB
542,IL27RA
543,EPHA8
544,EPHA4
545,FGF11
546,GALR3
547,ADCY2
548,JAG1
549,CLEC2D
550,PGF
551,CEACAM19
552,S100B
553,SCN3A
554,SLC12A5
555,CXCL1
556,IL4
557,FYN
558,CCL16
559,SYK
560,PRLH
561,IL1B
562,PSG9
563,HPX
564,CHRNA4
565,EPHA1
566,ABL1
567,CHL1
568,ITGA4
569,HDAC3
570,CD274
571,NOX4
572,APOC2
573,MAP2K7
574,CCL1
575,CXCL3
576,FSTL5
577,ICAM4
