,0
0,MAP4K4
1,FGFR3
2,DKK3
3,BTN3A2
4,ITGAV
5,ERBB2
6,CCL11
7,TNFRSF25
8,IL18BP
9,ITGA11
10,FLRT3
11,KIR2DL5A
12,THY1
13,VWF
14,LAT
15,CALCR
16,TNFSF13B
17,LAMA3
18,FST
19,DAG1
20,NLGN3
21,TNFRSF6B
22,NCL
23,FGF14
24,RIPK3
25,RGMA
26,BTC
27,PDCD1LG2
28,CRLF2
29,FCN1
30,WNT3A
31,RETN
32,CD3G
33,PTPRT
34,IL3
35,FGF13
36,CD46
37,TNFRSF1A
38,FCER1G
39,IFNA16
40,LRFN5
41,SAA1
42,EPHA2
43,CD79B
44,TRPV1
45,SOCS2
46,CD226
47,CXCR5
48,EPO
49,APOE
50,INHBC
51,BCL6
52,IL11RA
53,CHRNA2
54,ITGA2B
55,PCSK9
56,IL22
57,IL13
58,CHRM2
59,ZFP91
60,LPP
61,IGF2
62,PDGFA
63,ROBO2
64,ANGPTL2
65,DRAXIN
66,SLK
67,SEMA6B
68,GRIN2A
69,IL15
70,FNDC5
71,BMP6
72,LILRB2
73,CD48
74,CCL8
75,S100A8
76,CSF1
77,TNFSF14
78,PLCB1
79,SST
80,EFNA1
81,NR0B2
82,RIPK1
83,EPHA3
84,TGFB2
85,BMP10
86,APOA4
87,KDR
88,PTK2
89,NODAL
90,IL18
91,CALR
92,FAM3C
93,MS4A1
94,ERBB4
95,PDE4D
96,STK11
97,AFDN
98,FCER2
99,NOS1
100,ITGA2
101,PSG6
102,GPR151
103,CSNK1A1
104,PILRA
105,CASP3
106,MAP2K5
107,CASP8
108,APOC3
109,PTGS1
110,PIK3C2A
111,CCL19
112,CXCL5
113,ESR1
114,SPN
115,EDN1
116,CHAT
117,PENK
118,PTPN11
119,JAK2
120,LEP
121,JAG2
122,VEGFB
123,CCR5
124,FLRT2
125,ITGA10
126,FGFR4
127,PARD3
128,TYRO3
129,CNTNAP1
130,NOS3
131,PIK3CD
132,EDN3
133,BCL2
134,CRHR2
135,PLG
136,CXCL6
137,CALML3
138,CD40LG
139,IL23R
140,SDK2
141,RACK1
142,LCK
143,PF4V1
144,ESR2
145,PTH
146,NRXN3
147,IGF1
148,SPP1
149,RPH3A
150,MTOR
151,S100A1
152,BCR
153,GDF11
154,CCN1
155,THBS2
156,SORCS2
157,ADGRV1
158,CD8A
159,PRKD1
160,OLR1
161,BDNF
162,ADCYAP1
163,CD99
164,ITGB8
165,CTLA4
166,LTB
167,PDGFRB
168,NOTCH1
169,FES
170,PTPRG
171,MAP3K14
172,ITGA7
173,EDIL3
174,PTPRJ
175,LAMA1
176,TMED5
177,GRM1
178,CCL20
179,VLDLR
180,ITGB6
181,VIPR2
182,PTPRS
183,LDLR
184,WNT7B
185,IFNA1
186,EPHB2
187,EPHB6
188,LILRA1
189,MAP2K6
190,BMP2
191,PLK1
192,ANG
193,VIPR1
194,CSF2
195,XCL1
196,TGFBR2
197,RPS6KB1
198,CLEC4M
199,PLXNC1
200,ACE
201,LTBP3
202,MXRA5
203,DLL1
204,CCL4
205,LRP6
206,FZD10
207,FCN2
208,EDAR
209,IFNB1
210,CXCL9
211,PRG4
212,PIK3R2
213,L1CAM
214,NRK
215,PLK2
216,TUBB
217,ALK
218,MAP4K2
219,CXCL13
220,NRG2
221,TRPV4
222,MAP2K3
223,SEMA3C
224,CCL3L1
225,NRXN2
226,TUBA4A
227,GALR2
228,GDF9
229,DCN
230,GPR84
231,TLR6
232,NECTIN4
233,ITGAL
234,EPHA7
235,SLC2A1
236,ADRB2
237,EDA
238,EBI3
239,HCRT
240,VRK1
241,SLIT3
242,PSEN1
243,LAMB3
244,ITGA8
245,CD3E
246,SNCA
247,IL7R
248,ETV5
249,CSF3
250,LTA
251,PON1
252,COL6A3
253,MCAM
254,SMPD1
255,F2R
256,LSR
257,OSM
258,IFNGR2
259,GDF15
260,PIK3CA
261,TNFSF13
262,CD2
263,ADRB3
264,SIRPB2
265,LAMA5
266,RTN4R
267,BMP8B
268,FCGR2C
269,CD244
270,AATK
271,SFTPD
272,GDF2
273,IL12B
274,PIK3R1
275,IFNA14
276,CHRNB2
277,TUBA1A
278,EPHA10
279,MPO
280,FZD3
281,CDH11
282,DCBLD2
283,CCL25
284,C4B_2
285,CCL28
286,KITLG
287,SDC1
288,GP6
289,INHA
290,PTPRZ1
291,OPRD1
292,SLURP2
293,NID1
294,SEMA3E
295,COMP
296,BMP1
297,IFNA6
298,CXCL11
299,CXCR4
300,INHBE
301,TNFSF9
302,TNFRSF14
303,CHRNA9
304,OCLN
305,NECTIN2
306,ADAMTS4
307,FAS
308,ADM2
309,CNMD
310,CILK1
311,NOS2
312,NFE2L2
313,LAMC2
314,EFNA4
315,HGF
316,GCG
317,CNTNAP2
318,HDAC4
319,ADRA2A
320,PDGFRA
321,NTN4
322,CXCL2
323,IL34
324,IL4R
325,TGFA
326,SLIT2
327,C1QTNF4
328,KIT
329,IL10
330,NLGN4X
331,CDK5
332,LRRC4B
333,DKK1
334,TPH1
335,NRG4
336,SCARB1
337,FCGR2B
338,CXCL10
339,KNG1
340,OXT
341,RAMP2
342,JAK1
