,0
0,MAP4K4
1,FGFR3
2,KDM3B
3,DKK3
4,BTN3A2
5,TNFRSF25
6,THY1
7,VWF
8,LAT
9,DAG1
10,NLGN3
11,AGTR1
12,BTC
13,IGHG3
14,PDCD1LG2
15,CRLF2
16,FCN1
17,WNT3A
18,IL3
19,CD3G
20,FGF13
21,CD46
22,THRA
23,TNFRSF1A
24,FCER1G
25,LOX
26,IFNA16
27,NRAS
28,LRFN5
29,SOCS2
30,CXCR5
31,INHBC
32,IL11RA
33,CHRNA2
34,PCSK9
35,RGMB
36,IL22
37,CHRM2
38,IGF2
39,SLK
40,GRIN2A
41,FNDC5
42,BMP6
43,SPARC
44,CD48
45,GSK3A
46,CCL8
47,S100A8
48,NOX3
49,CSF1
50,TNFSF14
51,PLCB1
52,ULK1
53,PSMB6
54,ZPBP2
55,SSTR3
56,TTR
57,NR0B2
58,IL36G
59,RIPK1
60,TGFB2
61,BMP10
62,SFTPA1
63,IL10RA
64,KDR
65,PTK2
66,NODAL
67,CALR
68,BMPR2
69,FAM3C
70,ERBB4
71,PTGES3
72,PDE4D
73,AFDN
74,CYP19A1
75,FGF23
76,CSNK1A1
77,IL15RA
78,APOC3
79,FRS3
80,PIK3C2A
81,MUC1
82,CCL19
83,ESR1
84,SPN
85,BMPR1A
86,CHAT
87,PENK
88,PTPN11
89,LAG3
90,F2RL1
91,TYRO3
92,DYRK1A
93,NOS3
94,CD5L
95,PLG
96,CD40LG
97,IL23R
98,SDK2
99,LCK
100,RACK1
101,HDAC5
102,PF4V1
103,PTH
104,IGF1
105,RPH3A
106,MTOR
107,S100A1
108,BCR
109,IFNL1
110,THBS2
111,SORCS2
112,CD8A
113,ADGRV1
114,ADCYAP1
115,ITGB8
116,IL24
117,PTPRK
118,LTB
119,XPO1
120,PDGFRB
121,PTPRG
122,INSL3
123,MAP3K14
124,GHRL
125,TMED5
126,GRM1
127,PTGER4
128,CCL20
129,VIPR2
130,INSR
131,LDLR
132,EPHB2
133,EPHB6
134,BMP2
135,PLK1
136,ANG
137,TGFBR2
138,RPS6KB1
139,CLEC4M
140,MXRA5
141,FPR1
142,GREM1
143,DLL1
144,CCL4
145,EDAR
146,UGCG
147,L1CAM
148,PLK2
149,NRK
150,SCNN1A
151,ALK
152,TUBB
153,MAP4K2
154,AMHR2
155,ACHE
156,MAP2K3
157,ANGPTL4
158,CCR3
159,TUBA4A
160,SSTR1
161,GDF9
162,LGALS3
163,TLR6
164,NECTIN4
165,NOTCH2
166,TAC3
167,EDA
168,EBI3
169,HCRT
170,ACVR2A
171,VRK1
172,SERPINF1
173,ITGA8
174,CSF3
175,SSTR5
176,PON1
177,XIAP
178,CD109
179,MCAM
180,TGFBR1
181,RLN3
182,SMPD1
183,F2R
184,OSM
185,IFNGR2
186,GDF15
187,TNFSF13
188,LAMA5
189,RTN4R
190,FCGR2C
191,BTN1A1
192,AR
193,GDF2
194,PIK3R1
195,CHRNB2
196,IL31
197,TUBA1A
198,RPSA
199,IL9R
200,CCL25
201,DCBLD2
202,C4B_2
203,SDC1
204,GP6
205,PTPRZ1
206,OPRD1
207,SLURP2
208,COMP
209,CXCL11
210,CASP1
211,CHRNA9
212,OCLN
213,ADM2
214,FSTL1
215,HGF
216,LTK
217,CCRL2
218,HDAC4
219,PDGFRA
220,ADRA2A
221,CXCL2
222,IL34
223,SLIT2
224,CHEK1
225,KIT
226,MAPKAPK3
227,IL10
228,FGF21
229,CDK5
230,TPH1
231,DKK1
232,CXCL10
233,KNG1
234,TXK
235,IFNK
236,CNTN4
237,NXPH3
238,CDK4
239,PLCG1
240,CD58
241,NOTCH3
242,IFNL2
243,ITGB3
244,IL6
245,CDK2
246,IL20RA
247,CD96
248,COL6A6
249,MST1R
250,TNFRSF11B
251,TNFSF4
252,PTPRD
253,TEK
254,TSHB
255,CDK6
256,TNIK
257,RAMP3
258,CD247
259,NSMAF
260,ADAM15
261,MERTK
262,MAP4K3
263,CHRNA1
264,CCL18
265,CCL23
266,PIK3R5
267,TNFSF11
268,CNTN6
269,IFNA10
270,IL6ST
271,NTRK1
272,SGMS1
273,PYY
274,SRC
275,IFNG
276,IFNE
277,UNC5B
278,PSMB5
279,S100A6
280,CIRBP
281,ADA
282,LPA
283,GRIA1
284,PTPN6
285,GSK3B
286,SRPK2
287,SI
288,FGF3
289,BMP5
290,PRKAB1
291,JAM3
292,VEGFD
293,CCL17
294,PRKCA
295,ITK
296,RARA
297,TACR3
298,RPS6KA3
299,NRG3
300,PLD2
301,KL
302,PRKAG1
303,PLXDC2
304,PTPRC
305,EPHA5
306,PDGFB
307,CD300LB
308,CLEC2D
309,EPHA8
310,GALR3
311,CEACAM19
312,VDR
313,CUL5
314,SCN3A
315,CXCL1
316,IL1B
317,HJV
318,HPX
319,ITGA4
320,CD274
321,ACVR2B
322,APOC2
323,MAP2K7
324,CCL1
325,ICAM4
326,NPTX1
327,NR1H3
328,ACTR2
329,SLC9A8
330,PSMB8
331,MAPK7
332,PLXNA2
333,UNC5A
334,TNF
335,MFGE8
336,CASP6
337,IL27
338,IFNA7
339,SEMA6D
340,DLL4
341,ROR2
342,SEMA3D
