,0
0,EPGN
1,GRIA1
2,ITGAV
3,PRG4
4,ITGA11
5,TGFB1
6,SRPK2
7,SCN2A
8,CHAD
9,ITGB4
10,VWF
11,UNC5C
12,NRG2
13,LAMA3
14,TUBA4A
15,LRP1
16,VCL
17,TREM2
18,DCN
19,TNC
20,FGF14
21,NRG3
22,BTC
23,PSEN1
24,LAMB3
25,WNT3A
26,ITGA8
27,RETN
28,LRIG1
29,FGF13
30,ANGPT1
31,COL6A3
32,FGF11
33,JAG1
34,ADCY2
35,LSR
36,S100A9
37,FYN
38,LRP8
39,EPO
40,APOE
41,SIRPB2
42,LAMA5
43,PSG9
44,CHRNA4
45,ITGA2B
46,ABL1
47,DLL3
48,TBK1
49,ITGA4
50,APOB
51,SFTPD
52,NRG1
53,ANGPTL2
54,DRAXIN
55,POMC
56,CCN2
57,FNDC5
58,GRIN2A
59,NPTX1
60,S100A8
61,SDC2
62,LAMB2
63,LRP2
64,COMP
65,TNF
66,MFGE8
67,IL21
68,SEMA6D
69,DLL4
70,S100A12
71,SCGB3A1
72,ITGB5
73,KDR
74,IL18
75,ERBB4
76,LAMC2
77,ITGA3
78,SPON1
79,LRP5
80,APLP1
81,FGF12
82,HBEGF
83,PLXNA4
84,ITGA2
85,GCG
86,IAPP
87,NTS
88,HDAC4
89,NTN4
90,COL11A2
91,TGFA
92,ITGB1
93,TGFB3
94,SLIT2
95,LGALS9
96,HSPA4
97,PLXNA1
98,THBS1
99,LAMC1
100,EDN1
101,NRG4
102,ITGA1
103,SCARB1
104,JAG2
105,CXCL10
106,APP
107,IL16
108,IL1A
109,ITGA9
110,ITGA10
111,CNTN4
112,LFNG
113,LAMA2
114,VIP
115,LAMA4
116,SCN9A
117,IGFBPL1
118,NOTCH3
119,VEGFA
120,ITGB3
121,ITGA5
122,IL6
123,ITGA6
124,COL6A6
125,CD40LG
126,TEK
127,ANXA1
128,IGF1
129,SPP1
130,C1QL1
131,AVP
132,EGF
133,S100A1
134,DCC
135,CCN1
136,CCK
137,THBS2
138,PRKD1
139,LAMB1
140,ITGB7
141,TLN1
142,BDNF
143,ITGB8
144,NOTCH1
145,FES
146,PTPRG
147,AGT
148,LAMC3
149,ITGA7
150,EDIL3
151,NTN1
152,SCN1A
153,LAMA1
154,PLCG2
155,EREG
156,VTN
157,TLR4
158,DEFB4B
159,THBS4
160,AKT3
161,VLDLR
162,ITGB6
163,PSG7
164,LRP4
165,LDLR
166,HP
167,RELN
168,LTBP3
169,PLXNC1
170,IFNG
171,DLL1
172,ICAM1
173,LRP6
174,DLK1
175,CD47
