,0
0,EPGN
1,GRIA1
2,PTK2B
3,PTPN6
4,PRG4
5,ITGAV
6,ITGA11
7,TGFB1
8,SRPK2
9,SCN2A
10,KIR2DL5A
11,CHAD
12,UNC5C
13,VWF
14,PRKAB1
15,ITGB4
16,NRG2
17,LAMA3
18,IL12RB1
19,SLURP1
20,TUBA4A
21,VCL
22,TREM2
23,LRP1
24,DCN
25,TNC
26,FGF14
27,IL1RN
28,BTC
29,NRG3
30,PRKAG1
31,CRLF2
32,PSEN1
33,LAMB3
34,WNT3A
35,RETN
36,IL3
37,ITGA8
38,LRIG1
39,IL7R
40,FGF13
41,ANGPT1
42,COL6A3
43,FGF11
44,PRKAA2
45,JAG1
46,CEACAM19
47,ADCY2
48,LSR
49,SAA1
50,S100A9
51,SOCS2
52,PIK3CA
53,IL4
54,FYN
55,EPO
56,LRP8
57,SIRPB2
58,APOE
59,LAMA5
60,PSG9
61,CHRNA4
62,CHRNA2
63,ITGA2B
64,ABL1
65,IL22
66,DLL3
67,IL2RA
68,TBK1
69,CHL1
70,SFTPD
71,APOB
72,ITGA4
73,IL12B
74,PIK3R1
75,NRG1
76,ANGPTL2
77,CHRNB2
78,DRAXIN
79,POMC
80,FSTL5
81,CCN2
82,LILRB2
83,MPO
84,IL15
85,FNDC5
86,GRIN2A
87,NPTX1
88,S100A8
89,SDC2
90,LAMB2
91,LRP2
92,GP6
93,LGALS3BP
94,IL12A
95,SLURP2
96,CD28
97,COMP
98,CD8B
99,TNF
100,SLAMF1
101,MFGE8
102,IL21
103,SEMA6D
104,DLL4
105,S100A12
106,KDR
107,SCGB3A1
108,ITGB5
109,IL18
110,NOS2
111,ERBB4
112,SIGLEC6
113,LAMC2
114,SPON1
115,ITGA3
116,LRP5
117,FGF12
118,APLP1
119,PLXNA4
120,HBEGF
121,ITGA2
122,GCG
123,NTS
124,IAPP
125,HDAC4
126,NTN4
127,COL11A2
128,TGFA
129,TGFB3
130,PRKAB2
131,ITGB1
132,SLIT2
133,IL12RB2
134,LGALS9
135,KIT
136,PLXNA1
137,HSPA4
138,THBS1
139,FASLG
140,LAMC1
141,EDN1
142,PRKAG2
143,JAK2
144,LEP
145,TYK2
146,NRG4
147,ITGA1
148,SCARB1
149,JAG2
150,CXCL10
151,IL16
152,IL1A
153,APP
154,CCR5
155,ITGA9
156,JAK1
157,ITGA10
158,CHRNA3
159,CNTN4
160,LFNG
161,LAMA2
162,VIP
163,LAMA4
164,LEPR
165,SCN9A
166,IGFBPL1
167,VEGFA
168,NOTCH3
169,BCL2
170,ITGB3
171,ITGA5
172,IL6
173,ITGA6
174,COL6A6
175,TNFRSF11B
176,CD40LG
177,SDK2
178,LCK
179,TEK
180,ANXA1
181,APOD
182,SPP1
183,IGF1
184,C1QL1
185,AVP
186,EGF
187,S100A1
188,TSLP
189,DCC
190,CCN1
191,CCK
192,THBS2
193,CD8A
194,PRKD1
195,TLN1
196,LAMB1
197,ITGB7
198,BDNF
199,ITGB8
200,CHI3L1
201,IL6R
202,NOTCH1
203,CD33
204,FES
205,GZMB
206,INPP5D
207,STAT3
208,AGT
209,PTPRG
210,LAMC3
211,IL2
212,ITGA7
213,EDIL3
214,NTN1
215,IL23A
216,SCN1A
217,CD86
218,STAT6
219,LAMA1
220,PLCG2
221,EREG
222,IL1R1
223,VTN
224,IL7
225,TLR4
226,DEFB4B
227,AKT3
228,INS
229,THBS4
230,PRKAA1
231,VLDLR
232,ITGB6
233,JAK3
234,PPARG
235,PSG7
236,LRP4
237,LDLR
238,LILRA1
239,GZMA
240,IL22RA2
241,CSF2
242,HP
243,SIGLEC9
244,RELN
245,LTBP3
246,PLXNC1
247,EPOR
248,IFNG
249,DLL1
250,ICAM1
251,LRP6
252,DLK1
253,CD47
