,0
0,RPH3A
1,GDF11
2,FLT4
3,GRM5
4,APOC4
5,ECM1
6,FGF8
7,NCAM2
8,IFNA7
9,PRL
10,DRAXIN
11,VIPR1
12,FBLN1
13,CD5
14,PTPRG
15,APLP1
16,CASP3
17,NRG2
18,FGF9
19,PLK2
20,LRIG1
21,L1CAM
22,GDF1
23,CTLA4
24,MPO
25,IL24
26,IGF1R
27,IFNA2
28,DCLK3
29,IL5RA
30,IL1A
31,CD300LF
32,PSMB6
33,SLIT2
34,OLR1
35,ABL1
36,FCER2
37,EPGN
38,CD3G
39,TNFRSF1A
40,CCR5
41,FCGR2C
42,IL1R1
43,PLXNA1
44,PLCG2
45,CD8B
46,IFNA14
47,SCN2A
48,SIRPG
49,MET
50,NRP2
51,NPTX1
52,ISM1
53,UNC5B
54,GALR1
55,NID1
56,EPHA1
57,MAP2K3
58,CD79B
59,CD40
60,LEP
61,IL2
62,CRLF2
63,CHL1
64,SEMA6D
65,THPO
66,LAG3
67,TNFSF13
68,FNDC5
69,IGF2
70,MAPK7
71,CD14
72,NOX4
73,EFNA3
74,IL13
75,LAMC2
76,EGFR
77,NOTCH2
78,CD247
79,SCG2
80,LAMC3
81,ITGA4
82,ITGB3
83,SPP1
84,CD19
85,PTK2
86,SEMA3E
87,VEGFB
88,VLDLR
89,ANGPTL2
90,GDF3
91,ERBB2
92,LIF
93,NR0B2
94,PTN
95,FGFR4
96,LRP4
97,TNIK
98,LAMB3
99,NTF4
100,PRKCD
101,DCBLD2
102,LGALS9
103,JAK3
104,CD244
105,LTA
106,MAP3K5
107,ERBB3
108,LILRB5
109,IL10
110,FGF16
111,NTS
112,BMX
113,NOTCH1
114,MAPK8
115,SEMA3G
116,SCN1A
117,S100A12
118,LRP5
119,ITGB8
120,IL4
121,RACK1
122,PRKACA
123,YES1
124,LILRA1
125,LAMA1
126,CHAD
127,TNK2
128,MS4A1
129,HGF
130,MTOR
131,MAP2K6
132,FGF10
133,FGFR3
134,TNFSF13B
135,PRKCE
136,IFNA1
137,LGALS3
138,IGSF1
139,LAMA5
140,FYN
141,PCSK9
142,ERBB4
143,PILRA
144,NCL
145,NRG3
146,LPA
147,CIRBP
148,PTPRT
149,EFNB2
150,AKT3
151,IL1RN
152,SEMA3C
153,ESR1
154,ROBO1
155,DKK1
156,NOS2
157,STK11
158,RAMP3
159,NOTCH3
160,IL5
161,NPPB
162,OSTN
163,PTGER4
164,ACTR2
165,RELN
166,PSMB2
167,HCK
168,PLXNA2
169,DPP4
170,GDF7
171,ADCYAP1R1
172,NTRK1
173,PGF
174,CXCL2
175,F3
176,LYN
177,TNFRSF6B
178,ADRB2
179,ITGB4
180,ATP2B1
181,RPS6KA3
182,TRH
183,AGT
184,IFNLR1
185,CD46
186,NRXN3
187,ITGB1
188,TNFRSF11B
189,TUBA1A
190,FAS
191,FGF12
192,LAMB1
193,UNC5A
194,TSLP
195,ETV5
196,ITGB6
197,PTPN6
198,FGR
199,F2R
200,IL23R
201,COL6A6
202,EPHB1
203,IL1B
204,FGF2
205,DEFB4B
206,S100A1
207,AVP
208,FURIN
209,ERFE
210,TNC
211,PDGFA
212,TP53
213,SMPD1
214,AFDN
215,ITGAM
216,OPN4
217,CALCRL
218,MFGE8
219,SEMA5A
220,FPR2
221,SRC
222,APOA4
223,GZMA
224,CXCL1
225,PIK3CD
226,PTPRJ
227,PSG9
228,CLEC4M
229,NPNT
230,PDGFD
231,ACKR3
232,TRPC4
233,KIT
234,PTPRE
235,EPHA10
236,EPHB2
