,0
0,PSMD14
1,PIK3R2
2,CD3E
3,GRM5
4,TFRC
5,PTPRF
6,PSMB1
7,PLXNB2
8,CALCA
9,VCAM1
10,PSMB9
11,APOA1
12,PRL
13,IL2RA
14,DRAXIN
15,TIGIT
16,APOC2
17,VIPR1
18,TRPM3
19,S100A8
20,CD5
21,PPARG
22,PTPRG
23,APLP1
24,CASP3
25,CSF1R
26,LPP
27,TXK
28,CD36
29,CTLA4
30,VRK2
31,MCAM
32,IGF1R
33,DCLK3
34,CDK2
35,MAP4K4
36,ITGAL
37,CCK
38,SPON1
39,CD28
40,IL5RA
41,IFNG
42,C1QL1
43,CD300LF
44,PSMB6
45,SLIT2
46,EFNA2
47,ABL1
48,PRKAA2
49,FCER2
50,EIF2AK2
51,CD3G
52,PRKCB
53,IL7R
54,IL11RA
55,TNFRSF1A
56,LRP2
57,ZAP70
58,IL18
59,EFNB3
60,MDK
61,CXCL10
62,TUBA4A
63,PLXNA4
64,MAP4K3
65,FCGR2C
66,PTPN11
67,VTN
68,PLXNA1
69,PLCG2
70,AATK
71,FGFR1
72,CD8B
73,EPHA2
74,MET
75,ITGA6
76,FASLG
77,WNT3A
78,JAK2
79,NPTX1
80,ADRA2A
81,SLAMF1
82,CNTNAP1
83,MAP3K1
84,MAP2K3
85,EPHA1
86,CD79B
87,CD40
88,LEP
89,BCR
90,CCN1
91,ANXA1
92,TRPV6
93,SMPD3
94,CRLF2
95,IL2
96,SEMA6D
97,BDNF
98,LAG3
99,STK39
100,TNFSF13
101,IGF2
102,MAPK7
103,NOX4
104,TUBB
105,VRK3
106,ITK
107,EFNA3
108,PAK1
109,IL6
110,TNFSF12
111,EGFR
112,PTPRC
113,NOTCH2
114,SI
115,CD247
116,HSPA4
117,PTPRD
118,ITGB3
119,TGFB1
120,FGF7
121,DCC
122,ITGB7
123,CD19
124,CD58
125,PTK2
126,VLDLR
127,ANGPTL2
128,ERBB2
129,FGFR4
130,SEMA6B
131,PTN
132,PRKCA
133,RIPK3
134,NR0B2
135,PLK1
136,PTGS2
137,PSG7
138,LRP4
139,LSR
140,CDH11
141,TNIK
142,IKBKB
143,PRKCD
144,DCBLD2
145,IL34
146,LGALS9
147,ITPR1
148,JAK3
149,CD244
150,LTA
151,CHRNA4
152,FCN2
153,MAP3K5
154,ERBB3
155,LILRB5
156,IAPP
157,INS
158,IL10
159,RAF1
160,BMP5
161,NTS
162,BMX
163,NOTCH1
164,PDGFB
165,EDN1
166,LTBR
167,PLCE1
168,S100A12
169,RIPK1
170,LRP5
171,ADRB3
172,ITGB8
173,PIK3CG
174,IL4
175,ITGB2
176,FCER1G
177,RACK1
178,PRKACA
179,YES1
180,LILRA1
181,PLAUR
182,LTB
183,TNK2
184,CNTN1
185,MS4A1
186,NECTIN3
187,LRP1
188,THBS1
189,HGF
190,MTOR
191,MAPK1
192,EPHA6
193,EFNB1
194,APOA2
195,MAP2K6
196,NOTCH4
197,TEK
198,FGFR3
199,LRFN5
200,TNFSF13B
201,VIP
202,PRKCE
203,IFNA1
204,MAP2K4
205,S100A6
206,MMP3
207,FYN
208,JAG1
209,PCSK9
210,PILRA
211,ERBB4
212,NCL
213,MAP3K14
214,RAMP1
215,CD2
216,TNFRSF14
217,LPA
218,EFNB2
219,PTPRT
220,AKT3
221,CD44
222,IL1RN
223,IL15
224,SEMA3C
225,ESR1
226,DKK1
227,ITGB5
228,CALCR
229,STK11
230,RAMP3
231,NOTCH3
232,IL5
233,MXRA5
234,NSMAF
235,EPHA3
236,CHUK
237,SFTPD
238,TYRO3
239,FCGR2A
240,PSMB2
241,HCK
242,SDC2
243,TGFA
244,PLXNA2
245,SNCA
246,CTSB
247,CD55
