,0
0,RPH3A
1,GDF5
2,GDF11
3,FST
4,FLT4
5,GRM5
6,FZD2
7,ECM1
8,APOC4
9,FGF8
10,NCAM2
11,IFNA7
12,PRL
13,DRAXIN
14,VIPR1
15,FBLN1
16,CD5
17,PTPRG
18,APLP1
19,CASP3
20,BMP15
21,NRG2
22,FGF9
23,PLK2
24,LRIG1
25,L1CAM
26,GDF1
27,CTLA4
28,TNFSF9
29,MPO
30,DCLK3
31,IGF1R
32,IFNA2
33,IL24
34,IL5RA
35,OLR1
36,CD300LF
37,IL1A
38,SLIT2
39,PSMB6
40,ABL1
41,FCER2
42,EPGN
43,CD3G
44,KLRB1
45,TNFRSF1A
46,CCR5
47,FCGR2C
48,IL1R1
49,IFNA14
50,SCN2A
51,PLCG2
52,CD8B
53,PLXNA1
54,MFAP3L
55,CLCF1
56,SIRPG
57,MET
58,NPTX1
59,NRP2
60,ISM1
61,UNC5B
62,GALR1
63,NID1
64,EPHA1
65,MAP2K3
66,CD79B
67,CD40
68,LEP
69,IL27
70,IL2
71,CHL1
72,CRLF2
73,SEMA6D
74,THPO
75,LAG3
76,TNFSF13
77,FNDC5
78,IGF2
79,MAPK7
80,CD14
81,NOX4
82,IL6R
83,EFNA3
84,IL13
85,LAMC2
86,EGFR
87,NOTCH2
88,CD247
89,SCG2
90,LAMC3
91,ITGA4
92,ITGB3
93,SPP1
94,CD19
95,PTK2
96,SEMA3E
97,ANGPTL2
98,VEGFB
99,VLDLR
100,GDF3
101,ERBB2
102,FGFR4
103,LIF
104,PTN
105,NR0B2
106,LRP4
107,FZD8
108,IL15RA
109,TNIK
110,LAMB3
111,NTF4
112,IL22
113,PRKCD
114,TNFSF18
115,DCBLD2
116,LGALS9
117,JAK3
118,CD244
119,LTA
120,BMP4
121,MAP3K5
122,BTNL9
123,IL17A
124,ERBB3
125,LILRB5
126,IL10
127,FGF16
128,NTS
129,NOTCH1
130,BMX
131,MAPK8
132,AMH
133,SEMA3G
134,SCN1A
135,IL9
136,S100A12
137,LRP5
138,LILRA5
139,ITGB8
140,IL4
141,YES1
142,PRKACA
143,RACK1
144,LILRA1
145,LAMA1
146,CHAD
147,TNK2
148,MS4A1
149,STK38
150,HGF
151,MTOR
152,BMPR1A
153,BTN1A1
154,MAP2K6
155,FGF10
156,FGFR3
157,TNFSF13B
158,PRKCE
159,IFNA1
160,LGALS3
161,LAMA5
162,IGSF1
163,FYN
164,PCSK9
165,ERBB4
166,PILRA
167,NCL
168,NRG3
169,LPA
170,CIRBP
171,PTPRT
172,EFNB2
173,IL1RN
174,AKT3
175,IL26
176,SEMA3C
177,BCL2L1
178,ESR1
179,ROBO1
180,DKK1
181,NOS2
182,STK11
183,RAMP3
184,NOTCH3
185,IL5
186,NPPB
187,OSTN
188,PTGER4
189,ACTR2
190,RELN
191,IL25
192,ISLR2
193,PSMB2
194,HCK
195,TGFBR2
196,IFNL4
197,CSF2RA
198,PLXNA2
199,DPP4
200,GDF7
201,ADCYAP1R1
202,NOG
203,NTRK1
204,PGF
205,CXCL2
206,F3
207,LILRB1
208,LYN
209,RGMA
210,TNFRSF6B
211,ADRB2
212,ITGB4
213,ATP2B1
214,RPS6KA3
215,LGALS1
216,GPC6
217,TRH
218,AGT
219,IFNLR1
220,CD46
221,NRXN3
222,UCN3
223,HAVCR2
224,ICOSLG
225,ITGB1
226,TNFRSF11B
227,TUBA1A
228,FAS
229,FGF12
230,LAMB1
231,UNC5A
232,BMP2
233,TSLP
234,TGFB2
235,ETV5
236,ITGB6
237,PTPN6
238,FGR
239,BMP1
240,F2R
241,IL23R
242,COL6A6
243,SLURP2
244,EPHB1
245,IL1B
246,FGF2
247,DEFB4B
248,FZD6
249,FZD5
250,S100A1
251,AVP
252,FURIN
253,PDGFA
254,TNC
255,ERFE
256,TP53
257,BMP8B
258,SMPD1
259,AFDN
260,ITGAM
261,CALCRL
262,OPN4
263,MFGE8
264,CSF3R
265,SEMA5A
266,FPR2
267,SRC
268,APOA4
269,GZMA
270,CXCL1
271,PIK3CD
272,PTPRJ
273,PSG9
274,CLEC4M
275,NPNT
276,PDGFD
277,GDF2
278,ACKR3
279,KIT
280,TRPC4
281,PTPRE
282,ALOX12B
283,EPHA10
284,EPHB2
285,CR1
286,SLK
287,ADAM15
288,STAT3
289,NFE2L2
290,SDC3
291,CD86
292,APOE
293,SOS1
294,ACVR2B
295,FGFR2
296,BMP3
297,LDLR
298,GPR84
299,SCARB1
300,EFNA1
301,EGF
302,GP6
303,CD96
304,BOC
305,FLRT3
306,NRCAM
307,CD6
308,EPHA7
309,FES
310,APOB
311,IL10RB
312,UNC119
313,IL23A
314,LAMA4
315,TREM2
316,FLRT2
317,TSHR
318,CCR10
319,PTH1R
320,MAPK11
321,CD80
322,LRP6
323,COL11A2
324,CD5L
325,NPR3
326,LGALS3BP
327,IFNA8
328,FLOT1
329,ANGPT2
330,CSK
331,NRK
332,CXCL9
333,MAP4K5
334,TBK1
335,NTN1
336,TSPAN1
337,GRN
338,ADCY2
339,ESR2
340,CDH10
341,FGF5
342,ANGPTL7
343,PLXND1
344,JAK1
345,IL4R
346,DCN
347,MAPK3
348,CSF2RB
349,CASP8
350,CCN2
351,IL10RA
352,NXPH1
353,GDF6
354,NECTIN2
355,GRM7
356,PDGFRB
357,SPN
358,EFNA5
359,IL11
360,FSTL5
361,FPR3
362,FCN1
363,NLGN3
364,LMTK2
365,FGF17
366,CNTNAP2
367,IL12A
368,APOC3
369,VIPR2
370,FZD9
371,FCGRT
372,SIGLEC10
373,SIRT2
374,VEGFA
375,PLCG1
376,NPY
377,GSK3B
378,IDE
379,GDF15
380,GCG
381,PRG4
382,NRG1
383,PSMD14
384,PIK3R2
385,CD3E
386,FGF13
387,EBI3
388,TFRC
389,BMP10
390,PSMB1
391,CALCA
392,TLN1
393,VCAM1
394,PLXNB2
395,PTPRF
396,APOA1
397,PSMB9
398,IFNGR2
399,IL2RA
400,TIGIT
401,APOC2
402,INHA
403,BMPR2
404,TRPM3
405,S100A8
406,PPARG
407,CSF1R
408,LPP
409,TXK
410,CD36
411,ARF6
412,VRK2
413,MCAM
414,LEFTY2
415,HBEGF
416,CDK2
417,CCK
418,ITGAL
419,MAP4K4
420,SPON1
421,CD28
422,C1QL1
423,IFNG
424,EFNA2
425,FGF22
426,PRKAA2
427,LAMA3
428,EIF2AK2
429,IL7R
430,PRKCB
431,IL11RA
432,FZD3
433,IL12RB2
434,LRP2
435,ADCYAP1
436,ZAP70
437,UCN2
438,IL18
439,EFNB3
440,IL6ST
441,MDK
442,CXCL10
443,TUBA4A
444,PLXNA4
445,HCRT
446,MAP4K3
447,PTPN11
448,VTN
449,NRP1
450,FGFR1
451,AATK
452,EPHA2
453,SAA1
454,FASLG
455,ITGA6
456,WNT3A
457,JAK2
458,FGF14
459,ADRA2A
460,SLAMF1
461,IFNA16
462,CNTNAP1
463,MAP3K1
464,PTH
465,ACVR1B
466,TLR6
467,BCR
468,CCN1
469,ANXA1
470,TRPV6
471,FZD10
472,SMPD3
473,COL6A3
474,NLGN1
475,STK39
476,BDNF
477,LAMC1
478,NLGN2
479,VRK3
480,TUBB
481,ITK
